"","scrubbed_family","scrubbed_genus","scrubbed_species_binomial","trait_name","trait_value","unit","method","latitude","longitude","elevation_m","url_source","project_pi","region","country","state_province","locality_description","access","id"
"46","Ranunculaceae","Delphinium","Delphinium nuttallianum","leaf area per leaf dry mass","0.400242086","m2.kg-1",NA,NA,NA,1750,"http://datadryad.org/resource/doi:10.5061/dryad.q2n8p","Stevens JT","jtstevens@ucdavis.edu","United States","California",NA,"public",3119628
"47","Ranunculaceae","Ranunculus","Ranunculus californicus","seed mass","2.364192","mg","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3121684
"48","Ranunculaceae","Ranunculus","Ranunculus occidentalis","seed mass","2.538462","mg","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3121686
"49","Ranunculaceae","Aquilegia","Aquilegia formosa","whole plant height","1","m","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3121919
"50","Ranunculaceae","Ranunculus","Ranunculus septentrionalis","plant flowering begin","6/8/1910","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3124372
"51","Ranunculaceae","Ranunculus","Ranunculus abortivus","whole plant height","0.6","m","Maximum height",NA,NA,NA,NA,NA,NA,"United States","Indiana",NA,"public",3132116
"52","Ranunculaceae","Anemone","Anemone quinquefolia","whole plant height","0.3","m","Maximum height",NA,NA,NA,NA,NA,NA,"United States","Indiana",NA,"public",3132600
"53","Ranunculaceae","Ranunculus","Ranunculus fascicularis","whole plant height","0.25","m","Maximum height",NA,NA,NA,NA,NA,NA,"United States","Indiana",NA,"public",3132612
"54","Ranunculaceae","Thalictrum","Thalictrum dioicum","whole plant height","0.6","m","Maximum height",NA,NA,NA,NA,NA,NA,"United States","Indiana",NA,"public",3132615
"55","Ranunculaceae","Ranunculus","Ranunculus sceleratus","whole plant height","0.6","m","Maximum height",NA,NA,NA,NA,NA,NA,"United States","Indiana",NA,"public",3135801
"56","Ranunculaceae","Aquilegia","Aquilegia canadensis","whole plant height","0.9","m","Maximum height",NA,NA,NA,NA,NA,NA,"United States","Indiana",NA,"public",3135809
"57","Ranunculaceae","Clematis","Clematis virginiana","plant flowering begin","7/17/1960","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3150071
"58","Ranunculaceae","Clematis","Clematis virginiana","plant flowering begin","7/16/1956","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3150080
"59","Ranunculaceae","Clematis","Clematis virginiana","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3150081
"60","Ranunculaceae","Clematis","Clematis virginiana","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3150082
"61","Ranunculaceae","Clematis","Clematis virginiana","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3150083
"62","Ranunculaceae","Clematis","Clematis virginiana","plant flowering begin","7/23/1913","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3150084
"63","Ranunculaceae","Clematis","Clematis virginiana","plant flowering begin","7/2/1955","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3150087
"64","Ranunculaceae","Thalictrum","Thalictrum venulosum","plant flowering begin","5/14/1915","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3150670
"65","Ranunculaceae","Clematis","Clematis virginiana","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3153225
"66","Ranunculaceae","Clematis","Clematis virginiana","plant flowering begin","7/30/1953","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3156681
"67","Ranunculaceae","Delphinium","Delphinium carolinianum","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3162719
"68","Ranunculaceae","Thalictrum","Thalictrum dasycarpum","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3163535
"69","Ranunculaceae","Myosurus","Myosurus minimus","seed mass","0.076616","mg","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3166426
"70","Ranunculaceae","Myosurus","Myosurus minimus","leaf area per leaf dry mass","20.6806","m2.kg-1","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3166427
"71","Ranunculaceae","Ranunculus","Ranunculus abortivus","plant flowering begin","4/23/1911","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3170799
"72","Ranunculaceae","Ranunculus","Ranunculus abortivus","plant flowering begin","4/10/1910","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3170801
"73","Ranunculaceae","Ranunculus","Ranunculus repens","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3170802
"74","Ranunculaceae","Ranunculus","Ranunculus repens","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3170804
"75","Ranunculaceae","Actaea","Actaea rubra","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3170809
"76","Ranunculaceae","Ranunculus","Ranunculus rhomboideus","plant flowering begin","4/28/1912","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3170811
"77","Ranunculaceae","Ranunculus","Ranunculus sceleratus","plant flowering begin","5/28/1911","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3170815
"78","Ranunculaceae","Actaea","Actaea rubra","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3170827
"79","Ranunculaceae","Actaea","Actaea rubra","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3170820
"80","Ranunculaceae","Actaea","Actaea rubra","plant flowering begin","5/21/1959","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3170824
"81","Ranunculaceae","Actaea","Actaea rubra","plant flowering begin","5/18/1948","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3170825
"82","Ranunculaceae","Actaea","Actaea rubra","plant flowering begin","6/3/1950","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3170828
"83","Ranunculaceae","Anemone","Anemone canadensis","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3170829
"84","Ranunculaceae","Anemone","Anemone cylindrica","plant flowering begin","6/25/1917","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3170831
"85","Ranunculaceae","Anemone","Anemone quinquefolia","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3170832
"86","Ranunculaceae","Anemone","Anemone quinquefolia","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3170833
"87","Ranunculaceae","Aquilegia","Aquilegia canadensis","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3170835
"88","Ranunculaceae","Aquilegia","Aquilegia canadensis","plant flowering begin","5/30/1961","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3170836
"89","Ranunculaceae","Aquilegia","Aquilegia canadensis","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3170837
"90","Ranunculaceae","Ranunculus","Ranunculus rhomboideus","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3170849
"91","Ranunculaceae","Actaea","Actaea rubra","plant flowering begin","5/23/1952","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3175336
"92","Ranunculaceae","Ranunculus","Ranunculus sceleratus","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3176309
"93","Ranunculaceae","Actaea","Actaea rubra","plant flowering begin","5/24/1925","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3178043
"94","Ranunculaceae","Aquilegia","Aquilegia canadensis","plant flowering begin","5/18/1958","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3177071
"95","Ranunculaceae","Anemone","Anemone patens","plant flowering begin","4","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3177627
"96","Ranunculaceae","Aquilegia","Aquilegia canadensis","plant flowering begin","5/25/1919","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3177629
"97","Ranunculaceae","Caltha","Caltha palustris","plant flowering begin","5/5/1947","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3178082
"98","Ranunculaceae","Aquilegia","Aquilegia canadensis","plant flowering begin","6/5/1913","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3177941
"99","Ranunculaceae","Ranunculus","Ranunculus septentrionalis","plant flowering begin","6/6/1926","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3177843
"100","Ranunculaceae","Actaea","Actaea rubra","plant flowering begin","5/23/1944","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3178052
"101","Ranunculaceae","Ranunculus","Ranunculus rhomboideus","plant flowering begin","5/22/1948","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3178060
"102","Ranunculaceae","Ranunculus","Ranunculus repens","plant flowering begin","5/18/1958","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3178186
"103","Ranunculaceae","Ranunculus","Ranunculus repens","plant flowering begin","5/17/1955","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3178190
"104","Ranunculaceae","Caltha","Caltha palustris","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3178213
"105","Ranunculaceae","Ranunculus","Ranunculus rhomboideus","plant flowering begin","4/18/1915","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3178220
"106","Ranunculaceae","Ranunculus","Ranunculus rhomboideus","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3178221
"107","Ranunculaceae","Ranunculus","Ranunculus sceleratus","plant flowering begin","5/30/1926","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3178226
"108","Ranunculaceae","Ranunculus","Ranunculus rhomboideus","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3178328
"109","Ranunculaceae","Aquilegia","Aquilegia canadensis","plant flowering begin","5/16/1941","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3178351
"110","Ranunculaceae","Aquilegia","Aquilegia canadensis","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3178354
"111","Ranunculaceae","Aquilegia","Aquilegia canadensis","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3178363
"112","Ranunculaceae","Caltha","Caltha palustris","plant flowering begin","5/9/1959","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3178372
"113","Ranunculaceae","Ranunculus","Ranunculus rhomboideus","plant flowering begin","4/5/1910","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3178383
"114","Ranunculaceae","Aquilegia","Aquilegia canadensis","plant flowering begin","5/27/1928","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3178400
"115","Ranunculaceae","Aquilegia","Aquilegia canadensis","plant flowering begin","5/19/1939","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3178401
"116","Ranunculaceae","Ranunculus","Ranunculus cymbalaria","plant flowering begin","5/13/1910","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3178405
"117","Ranunculaceae","Delphinium","Delphinium carolinianum","plant flowering begin","6/19/1933","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3178503
"118","Ranunculaceae","Ranunculus","Ranunculus uncinatus","seed mass","0.698538","mg","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3178507
"119","Ranunculaceae","Delphinium","Delphinium carolinianum","plant flowering begin","6/24/1914","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3178570
"120","Ranunculaceae","Thalictrum","Thalictrum dasycarpum","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3181813
"121","Ranunculaceae","Thalictrum","Thalictrum dasycarpum","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3181814
"122","Ranunculaceae","Thalictrum","Thalictrum venulosum","plant flowering begin","5/22/1921","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3181816
"123","Ranunculaceae","Aquilegia","Aquilegia formosa","seed mass","1.217628","mg","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3186291
"124","Ranunculaceae","Clematis","Clematis virginiana","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3191218
"125","Ranunculaceae","Clematis","Clematis virginiana","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3191237
"126","Ranunculaceae","Clematis","Clematis virginiana","plant flowering begin","7/22/1958","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3191248
"127","Ranunculaceae","Clematis","Clematis virginiana","leaf area","4780","mm2","Area of dry blade calculated on photographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Pennsylvania","Allegheny National Forest","public",3191295
