"","scrubbed_family","scrubbed_genus","scrubbed_species_binomial","trait_name","trait_value","unit","method","latitude","longitude","elevation_m","url_source","project_pi","region","country","state_province","locality_description","access","id"
"48","Caprifoliaceae","Lonicera","Lonicera hispidula","leaf nitrogen content per leaf dry mass","12","mg.g-1","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3163843
"49","Caprifoliaceae","Lonicera","Lonicera hispidula","leaf area per leaf dry mass","11.24392","m2.kg-1","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3163849
"50","Caprifoliaceae","Lonicera","Lonicera hispidula","leaf area","628","mm2","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3163851
"51","Caprifoliaceae","Lonicera","Lonicera hispidula","seed mass","7.219597","mg","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3163852
"52","Caprifoliaceae","Lonicera","Lonicera hispidula","whole plant height","6","m","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3163853
"53","Caprifoliaceae","Lonicera","Lonicera involucrata","seed mass","1.481235","mg","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3163854
"54","Caprifoliaceae","Symphoricarpos",NA,"leaf area","330","mm2","Area of dry blade calculated on photographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3171333
"55","Caprifoliaceae","Symphoricarpos",NA,"leaf area","370","mm2","Area of dry blade calculated on photographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3171714
"56","Caprifoliaceae","Lonicera","Lonicera dioica","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3179635
"57","Caprifoliaceae","Symphoricarpos",NA,"leaf dry mass","0.03","g","actual measurement",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3180378
"58","Caprifoliaceae","Symphoricarpos",NA,"leaf area","400","mm2","Area of dry blade calculated on photographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3180382
"59","Caprifoliaceae","Symphoricarpos",NA,"leaf dry mass","0.02","g","actual measurement",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3180385
"60","Caprifoliaceae","Symphoricarpos","Symphoricarpos albus","seed mass","5.894831","mg","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3181364
"61","Caprifoliaceae","Valerianella","Valerianella locusta","seed mass","1.710905","mg","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3182333
"62","Caprifoliaceae","Valerianella","Valerianella locusta","leaf area","152","mm2","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3182334
"63","Caprifoliaceae","Lonicera","Lonicera tatarica","plant flowering begin","5/19/1915","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3188471
"64","Caprifoliaceae","Lonicera","Lonicera dioica","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3188696
"65","Caprifoliaceae","Lonicera","Lonicera dioica","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3188735
"66","Caprifoliaceae","Lonicera","Lonicera tatarica","plant flowering begin","5/23/1936","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3188748
"67","Caprifoliaceae","Lonicera","Lonicera tatarica","plant flowering begin","5/13/1941","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3188754
"68","Caprifoliaceae","Lonicera","Lonicera tatarica","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3188843
"69","Caprifoliaceae","Lonicera","Lonicera tatarica","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3188898
"70","Caprifoliaceae","Lonicera","Lonicera dioica","plant flowering begin","5/21/1911","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3188979
"71","Caprifoliaceae","Lonicera","Lonicera tatarica","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3189104
"72","Caprifoliaceae","Lonicera","Lonicera tatarica","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3189112
"73","Caprifoliaceae","Lonicera","Lonicera dioica","plant flowering begin","6/1/1954","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3189128
"74","Caprifoliaceae","Lonicera","Lonicera dioica","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3189223
"75","Caprifoliaceae","Symphoricarpos","Symphoricarpos occidentalis","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3189387
"76","Caprifoliaceae","Lonicera","Lonicera dioica","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3189427
"77","Caprifoliaceae","Symphoricarpos","Symphoricarpos occidentalis","plant flowering begin","6/23/1910","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3189435
"78","Caprifoliaceae","Linnaea","Linnaea borealis","whole plant height","0.1","m","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3202597
"79","Caprifoliaceae","Symphoricarpos",NA,"leaf area per leaf dry mass","18.31501832","m2.kg-1","leaf dry area calculated with photpographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3227352
"80","Caprifoliaceae","Symphoricarpos","Symphoricarpos albus","leaf area","1946.608","mm2","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3227440
"81","Caprifoliaceae","Symphoricarpos",NA,"leaf area","240","mm2","Area of dry blade calculated on photographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3227441
"82","Caprifoliaceae","Symphoricarpos",NA,"leaf area per leaf dry mass","17.79359431","m2.kg-1","leaf dry area calculated with photpographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3227444
"83","Caprifoliaceae","Symphoricarpos","Symphoricarpos albus","leaf nitrogen content per leaf dry mass","13.71595","mg.g-1","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3227445
"84","Caprifoliaceae","Symphoricarpos",NA,"leaf dry mass","0.02","g","actual measurement",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3227969
"85","Caprifoliaceae","Symphoricarpos",NA,"leaf area per leaf dry mass","16.44736842","m2.kg-1","leaf dry area calculated with photpographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3228187
"86","Caprifoliaceae","Symphoricarpos",NA,"leaf area","530","mm2","Area of dry blade calculated on photographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3228199
"87","Caprifoliaceae","Symphoricarpos",NA,"leaf nitrogen content per leaf dry mass","26.2","mg.g-1","Total amount of N per unit of dry leaf mass - Cornelissen et al. 2003",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3228202
"88","Caprifoliaceae","Lonicera","Lonicera dioica","plant flowering begin","5/25/1946","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3237491
"89","Caprifoliaceae","Symphoricarpos","Symphoricarpos occidentalis","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3237588
"90","Caprifoliaceae","Lonicera","Lonicera tatarica","plant flowering begin","5/28/1954","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3237680
"91","Caprifoliaceae","Lonicera","Lonicera tatarica","plant flowering begin","5/20/1959","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3237696
"92","Caprifoliaceae","Lonicera","Lonicera dioica","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3237795
"93","Caprifoliaceae","Lonicera","Lonicera dioica","plant flowering begin","5/22/1951","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3237978
"94","Caprifoliaceae","Lonicera","Lonicera dioica","plant flowering begin","5/26/1933","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3238005
"95","Caprifoliaceae","Lonicera","Lonicera dioica","plant flowering begin","5/28/1938","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3238007
"96","Caprifoliaceae","Lonicera","Lonicera dioica","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3238011
"97","Caprifoliaceae","Lonicera","Lonicera dioica","plant flowering begin","5/28/1944","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3238014
"98","Caprifoliaceae","Symphoricarpos","Symphoricarpos occidentalis","plant flowering begin","6/26/1923","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3238048
"99","Caprifoliaceae","Symphoricarpos","Symphoricarpos occidentalis","plant flowering begin","6/26/1921","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3238059
"100","Caprifoliaceae","Lonicera","Lonicera tatarica","plant flowering begin","5/31/1956","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3238094
"101","Caprifoliaceae","Lonicera","Lonicera tatarica","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3238095
"102","Caprifoliaceae","Lonicera","Lonicera tatarica","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3238096
"103","Caprifoliaceae","Lonicera","Lonicera tatarica","plant flowering begin","5/28/1961","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3238114
"104","Caprifoliaceae","Lonicera","Lonicera tatarica","plant flowering begin","5/20/1912","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3238116
"105","Caprifoliaceae","Lonicera","Lonicera tatarica","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3238120
"106","Caprifoliaceae","Lonicera","Lonicera tatarica","plant flowering begin","5/27/1943","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3238121
"107","Caprifoliaceae","Symphoricarpos","Symphoricarpos occidentalis","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3238205
"108","Caprifoliaceae","Lonicera","Lonicera tatarica","plant flowering begin","5/15/1949","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3238206
"109","Caprifoliaceae","Symphoricarpos","Symphoricarpos occidentalis","plant flowering begin","6/16/1911","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3238211
"110","Caprifoliaceae","Symphoricarpos","Symphoricarpos occidentalis","plant flowering begin","7/6/1917","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3238213
"111","Caprifoliaceae","Lonicera","Lonicera interrupta","leaf carbon content per leaf nitrogen content","32.6969697",NA,NA,NA,NA,1750,"http://datadryad.org/resource/doi:10.5061/dryad.q2n8p","Stevens JT","jtstevens@ucdavis.edu","United States","California",NA,"public",3238414
"112","Caprifoliaceae","Lonicera","Lonicera dioica","plant flowering begin","5/22/1942","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3238429
"113","Caprifoliaceae","Lonicera","Lonicera dioica","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3238434
"114","Caprifoliaceae","Symphoricarpos","Symphoricarpos occidentalis","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3238456
