"","scrubbed_family","scrubbed_genus","scrubbed_species_binomial","trait_name","trait_value","unit","method","latitude","longitude","elevation_m","url_source","project_pi","region","country","state_province","locality_description","access","id"
"11","Melastomataceae","Miconia",NA,"diameter at breast height (1.3 m)","4.69","cm",NA,17.5833,-96.35,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",544376
"12","Melastomataceae","Miconia",NA,"diameter at breast height (1.3 m)","6.9","cm",NA,10.1825,-84.1069,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",842276
"13","Melastomataceae","Miconia",NA,"diameter at breast height (1.3 m)","8.5","cm",NA,10.1825,-84.1069,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1043726
"14","Melastomataceae","Miconia",NA,"diameter at breast height (1.3 m)","8.3","cm",NA,10.1686,-84.1133,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1220956
"15","Melastomataceae","Miconia",NA,"diameter at breast height (1.3 m)","3.5","cm",NA,17.6208,-96.3667,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1247573
"16","Melastomataceae","Miconia",NA,"diameter at breast height (1.3 m)","3.9","cm",NA,17.487,-96.373,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1246998
"17","Melastomataceae","Miconia",NA,"diameter at breast height (1.3 m)","4","cm",NA,10.1825,-84.1069,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1261243
"18","Melastomataceae","Miconia",NA,"diameter at breast height (1.3 m)","10.3","cm",NA,10.0619,-84.0172,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1288620
"19","Melastomataceae","Miconia",NA,"diameter at breast height (1.3 m)","3.5","cm",NA,17.487,-96.373,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1329495
"20","Melastomataceae","Miconia",NA,"diameter at breast height (1.3 m)","3.4","cm",NA,17.5833,-96.35,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1652884
"21","Melastomataceae","Miconia",NA,"whole plant growth form","tree",NA,NA,17.6208,-96.3667,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1759856
"22","Melastomataceae","Miconia",NA,"whole plant growth form","tree",NA,NA,17.487,-96.373,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1759953
"23","Melastomataceae","Miconia",NA,"whole plant growth form","tree",NA,NA,17.6639,-96.3014,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1749170
"24","Melastomataceae","Miconia",NA,"whole plant growth form","tree",NA,NA,10.2972,-84.0736,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1758083
"25","Melastomataceae","Miconia",NA,"whole plant growth form","tree",NA,NA,17.5833,-96.35,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1765223
"26","Melastomataceae",NA,NA,"whole plant growth form","tree",NA,NA,17.6639,-96.3014,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1774235
"27","Melastomataceae",NA,NA,"whole plant growth form","tree",NA,NA,12.3,-85.4,NA,NA,"James S. MIller",NA,"Nicaragua",NA,NA,"public",1783623
"28","Melastomataceae","Miconia",NA,"whole plant growth form","tree",NA,NA,10.1686,-84.1133,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1786901
"29","Melastomataceae","Miconia",NA,"whole plant growth form","tree",NA,NA,10.1825,-84.1069,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1788905
"30","Melastomataceae","Miconia",NA,"whole plant growth form","tree",NA,NA,17.5833,-96.35,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1794527
"31","Melastomataceae","Miconia",NA,"whole plant growth form","tree",NA,NA,10.1825,-84.1069,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1807286
"32","Melastomataceae","Miconia",NA,"whole plant growth form","tree",NA,NA,17.5711,-96.3589,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1810660
"33","Melastomataceae","Conostegia",NA,"whole plant growth form","tree",NA,NA,10.2108,-84.1125,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1810868
"34","Melastomataceae","Miconia",NA,"whole plant growth form","tree",NA,NA,17.5833,-96.35,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1810897
"35","Melastomataceae","Topobea",NA,"whole plant growth form","hemiepiphyte",NA,NA,8.5,-83.607,NA,NA,"James S. MIller",NA,"Costa Rica",NA,NA,"public",1812556
"36","Melastomataceae","Miconia",NA,"whole plant growth form","tree",NA,NA,17.5833,-96.35,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1814610
"37","Melastomataceae","Miconia",NA,"whole plant growth form","tree",NA,NA,17.5833,-96.35,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1823597
"38","Melastomataceae","Miconia","Miconia elata","whole plant growth form","tree",NA,NA,10.4551,-84.0645,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",1845229
"39","Melastomataceae","Miconia",NA,"whole plant growth form","tree",NA,NA,10.2958,-84.0769,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1848977
"40","Melastomataceae","Miconia",NA,"whole plant growth form","tree",NA,NA,17.5833,-96.35,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1848983
"41","Melastomataceae","Miconia","Miconia affinis","whole plant growth form","tree",NA,NA,10.4551,-84.0645,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",1854233
"42","Melastomataceae","Miconia",NA,"whole plant growth form","tree",NA,NA,10.1686,-84.1133,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1859894
"43","Melastomataceae","Miconia",NA,"whole plant growth form","tree",NA,NA,10.2908,-84.0606,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1865499
"44","Melastomataceae","Miconia",NA,"whole plant growth form","tree",NA,NA,10.1686,-84.1133,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1867382
"45","Melastomataceae","Miconia","Miconia affinis","whole plant growth form","tree",NA,NA,10.4412,-84.0253,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",1880203
"46","Melastomataceae","Miconia",NA,"whole plant growth form","tree",NA,NA,10.1836,-84.1072,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1894935
"47","Melastomataceae","Miconia",NA,"whole plant growth form","tree",NA,NA,17.5778,-96.3333,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1911328
"48","Melastomataceae","Miconia",NA,"whole plant growth form","tree",NA,NA,10.2772,-84.0825,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1916971
"49","Melastomataceae","Miconia",NA,"whole plant growth form","hemiepiphyte",NA,NA,10.1836,-84.1072,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1929747
"50","Melastomataceae","Miconia",NA,"whole plant growth form","tree",NA,NA,10.1825,-84.1069,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1948306
"51","Melastomataceae","Miconia",NA,"whole plant growth form","tree",NA,NA,10.1836,-84.1072,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1959409
"52","Melastomataceae","Blakea",NA,"whole plant growth form","hemiepiphyte",NA,NA,10.2908,-84.0606,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1962983
"53","Melastomataceae","Miconia",NA,"whole plant growth form","tree",NA,NA,17.487,-96.373,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1970202
"54","Melastomataceae","Miconia","Miconia dissitinervia","leaf thickness","0.36","mm","Mitutoyo 7321 dial thickness gauge",8.711426,-83.5162,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3101678
"55","Melastomataceae","Miconia","Miconia dissitinervia","leaf area per leaf dry mass","13.223","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.677762,-83.5797,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3101669
"56","Melastomataceae","Mouriri","Mouriri gleasoniana","leaf dry mass","0.922","g","Radwag WTB 200 Precision Balance",8.665894,-83.5655,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3101705
"57","Melastomataceae","Miconia","Miconia osaensis","leaf area per leaf dry mass","7.6221","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.680193,-83.5455,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3104776
"58","Melastomataceae","Miconia","Miconia donaeana","leaf area per leaf dry mass","24.656","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.678583,-83.5812,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3106234
"59","Melastomataceae","Miconia","Miconia dissitinervia","leaf dry mass","0.978","g","Radwag WTB 200 Precision Balance",8.705346,-83.5322,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3106177
"60","Melastomataceae","Mouriri","Mouriri tuberculata","leaf area per leaf dry mass","16.901","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.711426,-83.5162,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3106388
"61","Melastomataceae","Miconia","Miconia osaensis","leaf area","13721.6","mm2","LICOR-3100 area meter",8.733137,-83.469,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3106425
"62","Melastomataceae","Mouriri","Mouriri gleasoniana","leaf area","3735","mm2","LICOR-3100 area meter",8.665852,-83.5649,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3106565
"63","Melastomataceae","Miconia","Miconia dissitinervia","leaf area per leaf dry mass","15.679","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.678413,-83.5829,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3107109
"64","Melastomataceae","Melastoma","Melastoma septemnervium","stem wood density","0.46","g.cm-3",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.rs7b0.2","Mascaro J","jmascaro@stanford.edu","United States","Hawaii",NA,"public",3107210
"65","Melastomataceae","Miconia","Miconia dissitinervia","leaf dry mass per leaf fresh mass","366.116","mg.g-1","LDMmg/LFMg",8.677927,-83.5806,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3107225
"66","Melastomataceae","Miconia","Miconia donaeana","leaf area per leaf dry mass","20.108","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.704805,-83.5319,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3107636
"67","Melastomataceae","Miconia","Miconia donaeana","leaf dry mass per leaf fresh mass","397.91","mg.g-1","LDMmg/LFMg",8.7027,-83.5305,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3108965
"68","Melastomataceae","Miconia","Miconia brenesii","leaf phosphorus content per leaf dry mass","0.68148","mg.g-1",NA,10.9285,-85.4653,1225,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Costa Rica","Guanacaste"," 1 km above Cacao Biological Station. Pacific slope of Cacao Volcano.","public",3113325
"69","Melastomataceae","Miconia","Miconia dissitinervia","leaf thickness","0.4","mm","Mitutoyo 7321 dial thickness gauge",8.677927,-83.5806,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3113452
"70","Melastomataceae","Miconia","Miconia donaeana","leaf fresh mass","2.295","g","Radwag WTB 200 Precision Balance",8.67892,-83.575,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3113253
"71","Melastomataceae","Miconia","Miconia dissitinervia","leaf area per leaf dry mass","15.195","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.410059,-83.334,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3113374
"72","Melastomataceae","Miconia","Miconia dissitinervia","leaf fresh mass","3.148","g","Radwag WTB 200 Precision Balance",8.72637,-83.5679,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3113393
"73","Melastomataceae","Miconia","Miconia dissitinervia","leaf dry mass","1.726","g","Radwag WTB 200 Precision Balance",8.678413,-83.5829,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3113461
"74","Melastomataceae","Miconia","Miconia donaeana","leaf thickness","0.28","mm","Mitutoyo 7321 dial thickness gauge",8.704805,-83.5319,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3113525
"75","Melastomataceae","Mouriri","Mouriri gleasoniana","leaf fresh mass","1.13","g","Radwag WTB 200 Precision Balance",8.665852,-83.5649,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3113616
"76","Melastomataceae","Miconia","Miconia donaeana","leaf dry mass","0.848","g","Radwag WTB 200 Precision Balance",8.678583,-83.5812,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3114748
"77","Melastomataceae","Mouriri","Mouriri tuberculata","leaf thickness","0.26","mm","Mitutoyo 7321 dial thickness gauge",8.706699,-83.5145,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3114775
"78","Melastomataceae","Miconia","Miconia osaensis","leaf fresh mass","1.907","g","Radwag WTB 200 Precision Balance",8.739131,-83.4129,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3119447
"79","Melastomataceae","Mouriri","Mouriri gleasoniana","leaf fresh mass","3.401","g","Radwag WTB 200 Precision Balance",8.665894,-83.5655,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3123287
"80","Melastomataceae","Miconia","Miconia osaensis","leaf area","14217.2","mm2","LICOR-3100 area meter",8.739131,-83.4129,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3123303
"81","Melastomataceae","Miconia","Miconia dissitinervia","leaf phosphorus content per leaf dry mass","0.7","mg.g-1","content by wet digestion with HNO3 and inductively coupled plasma-optical emission spectrometry (ICP-OES)",8.705346,-83.5322,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3123370
"82","Melastomataceae","Miconia","Miconia donaeana","leaf thickness","0.21","mm","Mitutoyo 7321 dial thickness gauge",8.704805,-83.5319,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3150653
"83","Melastomataceae","Miconia","Miconia donaeana","leaf dry mass","0.625","g","Radwag WTB 200 Precision Balance",8.678413,-83.5829,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3150662
"84","Melastomataceae","Miconia","Miconia tonduzii","leaf phosphorus content per leaf dry mass","0.5559","mg.g-1",NA,10.9326,-85.4588,1500,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Costa Rica","Guanacaste","30 km above Cacao Biological Station. Pacific slope of Cacao Volcano.","public",3164095
"85","Melastomataceae","Miconia","Miconia trinervia","leaf area","24471.6","mm2","LICOR-3100 area meter",8.679203,-83.5504,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3156652
"86","Melastomataceae","Miconia","Miconia trinervia","leaf area","20594.6","mm2","LICOR-3100 area meter",8.720954,-83.4911,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3157004
"87","Melastomataceae","Miconia","Miconia trinervia","leaf area","33055.5","mm2","LICOR-3100 area meter",8.763639,-83.377,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3157154
"88","Melastomataceae","Miconia","Miconia trinervia","leaf area","17128.5","mm2","LICOR-3100 area meter",8.678951,-83.5731,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3157161
"89","Melastomataceae","Mouriri","Mouriri gleasoniana","whole plant height","9","m","Clinometer and distance measurer",8.694414,-83.2155,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3157140
"90","Melastomataceae","Miconia","Miconia trinervia","leaf area per leaf dry mass","12.509","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.681492,-83.5476,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3158387
"91","Melastomataceae","Miconia","Miconia trinervia","leaf area per leaf dry mass","15.143","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.679203,-83.5504,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3159747
"92","Melastomataceae","Miconia","Miconia dissitinervia","leaf dry mass per leaf fresh mass","358.203","mg.g-1","LDMmg/LFMg",8.678413,-83.5829,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3160208
"93","Melastomataceae","Miconia","Miconia dissitinervia","leaf area","35484.2","mm2","LICOR-3100 area meter",8.703214,-83.5307,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3160428
"94","Melastomataceae","Miconia","Miconia dissitinervia","leaf area","16923.6","mm2","LICOR-3100 area meter",8.677927,-83.5806,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3160554
"95","Melastomataceae","Miconia","Miconia dissitinervia","leaf area","14883.6","mm2","LICOR-3100 area meter",8.72637,-83.5679,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3160594
"96","Melastomataceae","Miconia","Miconia dissitinervia","leaf fresh mass","3.852","g","Radwag WTB 200 Precision Balance",8.678699,-83.5814,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3160601
"97","Melastomataceae","Miconia","Miconia trinervia","leaf fresh mass","5.928","g","Radwag WTB 200 Precision Balance",8.679203,-83.5504,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3160628
"98","Melastomataceae","Miconia","Miconia donaeana","leaf area per leaf dry mass","17.06","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.677929,-83.5806,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3160827
"99","Melastomataceae","Miconia","Miconia donaeana","leaf area per leaf dry mass","23.785","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.678413,-83.5829,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3160849
"100","Melastomataceae","Miconia","Miconia osaensis","leaf thickness","0.4","mm","Mitutoyo 7321 dial thickness gauge",8.680193,-83.5455,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3161088
"101","Melastomataceae","Miconia","Miconia osaensis","leaf dry mass","1.283","g","Radwag WTB 200 Precision Balance",8.681492,-83.5476,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3161187
"102","Melastomataceae","Miconia","Miconia donaeana","leaf fresh mass","3.457","g","Radwag WTB 200 Precision Balance",8.677762,-83.5797,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3165051
"103","Melastomataceae","Miconia","Miconia elata","diameter at breast height (1.3 m)","16","cm",NA,NA,NA,120,"http://datadryad.org/resource/doi:10.5061/dryad.sv181","Plourde BT","btplourde@ucdavis.edu","Costa Rica","Heredia",NA,"public",3165218
"104","Melastomataceae","Miconia","Miconia donaeana","leaf area","20134","mm2","LICOR-3100 area meter",8.67892,-83.575,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3165220
"105","Melastomataceae","Miconia","Miconia dissitinervia","leaf fresh mass","3.317","g","Radwag WTB 200 Precision Balance",8.678413,-83.5829,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3165286
"106","Melastomataceae","Miconia","Miconia donaeana","leaf area","26541.8","mm2","LICOR-3100 area meter",8.677762,-83.5797,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3165527
"107","Melastomataceae","Miconia","Miconia donaeana","leaf area","19425.5","mm2","LICOR-3100 area meter",8.704805,-83.5319,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3165535
"108","Melastomataceae","Miconia","Miconia donaeana","leaf fresh mass","2.206","g","Radwag WTB 200 Precision Balance",8.677929,-83.5806,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3165564
"109","Melastomataceae","Miconia","Miconia donaeana","leaf area per leaf dry mass","18.376","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.67892,-83.575,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3165567
"110","Melastomataceae","Miconia","Miconia argentea","leaf area","14940","mm2","Area of dry blade calculated on photographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","Panama",NA,NA,"public",3165704
"111","Melastomataceae","Miconia","Miconia donaeana","leaf dry mass per leaf fresh mass","318.266","mg.g-1","LDMmg/LFMg",8.704805,-83.5319,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3165700
"112","Melastomataceae","Miconia","Miconia dissitinervia","leaf area","21605.3","mm2","LICOR-3100 area meter",8.678699,-83.5814,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3165736
"113","Melastomataceae","Miconia","Miconia dissitinervia","leaf area","14385.8","mm2","LICOR-3100 area meter",8.678699,-83.5814,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3165738
"114","Melastomataceae","Miconia","Miconia osaensis","leaf area per leaf dry mass","7.9959","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.681492,-83.5476,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3165749
"115","Melastomataceae","Miconia","Miconia trinervia","leaf area","30317.6","mm2","LICOR-3100 area meter",8.681492,-83.5476,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3165785
"116","Melastomataceae","Miconia","Miconia trinervia","leaf area","32161.4","mm2","LICOR-3100 area meter",8.681492,-83.5476,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3165791
"117","Melastomataceae","Miconia","Miconia trinervia","leaf area","28856.1","mm2","LICOR-3100 area meter",8.763639,-83.377,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3165797
"118","Melastomataceae","Mouriri","Mouriri tuberculata","leaf area per leaf dry mass","15.99","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.706699,-83.5145,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3166163
"119","Melastomataceae","Mouriri","Mouriri gleasoniana","leaf area","5846.8","mm2","LICOR-3100 area meter",8.665852,-83.5649,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3166211
"120","Melastomataceae","Mouriri","Mouriri myrtilloides","leaf area","1200","mm2","Area of dry blade calculated on photographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","Panama",NA,NA,"public",3166334
"121","Melastomataceae","Miconia","Miconia dissitinervia","leaf area per leaf dry mass","18.436","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.711426,-83.5162,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3168879
"122","Melastomataceae","Miconia","Miconia osaensis","leaf dry mass per leaf fresh mass","409.756","mg.g-1","LDMmg/LFMg",8.681811,-83.5484,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3169292
"123","Melastomataceae","Mouriri","Mouriri tuberculata","leaf area per leaf dry mass","19.292","m2.kg-1","LAcm2/(LDMmg*1g/1000mg)",8.706699,-83.5145,NA,NA,"ChacÃ³n E","edchacon@gmail.com","Costa Rica",NA,NA,"public",3173096
