"","scrubbed_family","scrubbed_genus","scrubbed_species_binomial","trait_name","trait_value","unit","method","latitude","longitude","elevation_m","url_source","project_pi","region","country","state_province","locality_description","access","id"
"40","Brassicaceae","Brassica","Brassica nigra","leaf area","7055.799","mm2","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3781749
"41","Brassicaceae","Sinapis","Sinapis arvensis","leaf area per leaf dry mass","32.13795","m2.kg-1","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3108994
"42","Brassicaceae","Teesdalia","Teesdalia nudicaulis","leaf area","104.4414","mm2","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3109125
"43","Brassicaceae","Descurainia","Descurainia pinnata","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3109213
"44","Brassicaceae","Thlaspi","Thlaspi arvense","plant flowering begin","4/20/1960","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3110553
"45","Brassicaceae","Descurainia","Descurainia pinnata","plant flowering begin","5/31/1920","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3110922
"46","Brassicaceae","Cardaria","Cardaria pubescens","plant flowering begin","6/8/1956","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3110932
"47","Brassicaceae","Lepidium","Lepidium ramosissimum","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3110935
"48","Brassicaceae","Capsella","Capsella bursa-pastoris","plant flowering begin","4","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3110943
"49","Brassicaceae","Capsella","Capsella bursa-pastoris","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3110948
"50","Brassicaceae","Capsella","Capsella bursa-pastoris","plant flowering begin","4","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3110949
"51","Brassicaceae","Cardaria","Cardaria draba","plant flowering begin","5/27/1923","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3110965
"52","Brassicaceae","Descurainia","Descurainia pinnata","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3110973
"53","Brassicaceae","Descurainia","Descurainia sophia","plant flowering begin","5/30/1954","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3110974
"54","Brassicaceae","Arabis","Arabis hirsuta","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3110986
"55","Brassicaceae","Erysimum","Erysimum cheiranthoides","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3110988
"56","Brassicaceae","Cardaria","Cardaria draba","plant flowering begin","5/28/1958","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3110991
"57","Brassicaceae","Cardaria","Cardaria draba","plant flowering begin","6/23/1917","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3110995
"58","Brassicaceae","Cardaria","Cardaria draba","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3110996
"59","Brassicaceae","Conringia","Conringia orientalis","plant flowering begin","6/4/1913","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3110998
"60","Brassicaceae","Lepidium","Lepidium ramosissimum","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3111001
"61","Brassicaceae","Erysimum","Erysimum cheiranthoides","plant flowering begin","6/16/1929","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3111004
"62","Brassicaceae","Thlaspi","Thlaspi arvense","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3111006
"63","Brassicaceae","Erysimum","Erysimum cheiranthoides","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3111007
"64","Brassicaceae","Erysimum","Erysimum cheiranthoides","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3111008
"65","Brassicaceae","Draba","Draba nemorosa","plant flowering begin","4/24/1910","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3111009
"66","Brassicaceae","Erysimum","Erysimum cheiranthoides","plant flowering begin","6/19/1921","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3111011
"67","Brassicaceae","Draba","Draba nemorosa","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3111015
"68","Brassicaceae","Thlaspi","Thlaspi arvense","plant flowering begin","4","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3111029
"69","Brassicaceae","Rorippa","Rorippa islandica","plant flowering begin","6/14/1911","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3111036
"70","Brassicaceae","Armoracia","Armoracia rusticana","plant flowering begin","6/8/1913","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3111037
"71","Brassicaceae","Thlaspi","Thlaspi arvense","plant flowering begin","3","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3111038
"72","Brassicaceae","Armoracia","Armoracia rusticana","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3111039
"73","Brassicaceae","Armoracia","Armoracia rusticana","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3111040
"74","Brassicaceae","Rorippa","Rorippa islandica","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3111041
"75","Brassicaceae","Sisymbrium","Sisymbrium altissimum","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3111042
"76","Brassicaceae","Thlaspi","Thlaspi arvense","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3111044
"77","Brassicaceae","Sisymbrium","Sisymbrium altissimum","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3111045
"78","Brassicaceae","Sisymbrium","Sisymbrium altissimum","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3111046
"79","Brassicaceae","Sisymbrium","Sisymbrium altissimum","plant flowering begin","6/16/1920","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3111047
"80","Brassicaceae","Sisymbrium","Sisymbrium altissimum","plant flowering begin","5/23/1958","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3111048
"81","Brassicaceae","Sisymbrium","Sisymbrium altissimum","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3111049
"82","Brassicaceae","Sisymbrium","Sisymbrium altissimum","plant flowering begin","6/4/1918","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3111050
"83","Brassicaceae","Sisymbrium","Sisymbrium loeselii","plant flowering begin","5/25/1954","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3111051
"84","Brassicaceae","Thlaspi","Thlaspi arvense","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3111053
"85","Brassicaceae","Thlaspi","Thlaspi arvense","plant flowering begin","4","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3111054
"86","Brassicaceae","Thlaspi","Thlaspi arvense","plant flowering begin","4/21/1948","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3111055
"87","Brassicaceae","Thlaspi","Thlaspi arvense","plant flowering begin","4/24/1939","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3111056
"88","Brassicaceae","Sisymbrium","Sisymbrium altissimum","plant flowering begin","6/15/1923","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3111057
"89","Brassicaceae","Thlaspi","Thlaspi arvense","plant flowering begin","5/6/1934","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3111058
"90","Brassicaceae","Thlaspi","Thlaspi arvense","plant flowering begin","4","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3111059
"91","Brassicaceae","Thlaspi","Thlaspi arvense","plant flowering begin","3/22/1910","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3111068
"92","Brassicaceae","Thlaspi","Thlaspi arvense","plant flowering begin","4/21/1911","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3111063
"93","Brassicaceae","Thlaspi","Thlaspi arvense","plant flowering begin","5/4/1917","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3111064
"94","Brassicaceae","Thlaspi","Thlaspi arvense","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3111065
"95","Brassicaceae","Thlaspi","Thlaspi arvense","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3111066
"96","Brassicaceae","Thlaspi","Thlaspi arvense","plant flowering begin","4/2/1929","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3111070
"97","Brassicaceae","Thysanocarpus","Thysanocarpus curvipes","leaf carbon content per leaf nitrogen content","16.004065",NA,NA,NA,NA,1750,"http://datadryad.org/resource/doi:10.5061/dryad.q2n8p","Stevens JT","jtstevens@ucdavis.edu","United States","California",NA,"public",3111073
"98","Brassicaceae","Hesperis","Hesperis matronalis","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3112780
"99","Brassicaceae","Cochlearia","Cochlearia groenlandica","whole plant growth form","herb",NA,NA,NA,NA,NA,"http://www.nrcresearchpress.com.ezproxy4.library.arizona.edu/doi/pdf/10.1139/b83-181","Maessen O",NA,"Canada",NA,NA,"public",3118881
"100","Brassicaceae","Sinapis","Sinapis arvensis","whole plant height","0.666667","m","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3114507
"101","Brassicaceae","Conringia","Conringia orientalis","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3114639
"102","Brassicaceae","Capsella","Capsella bursa-pastoris","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3115797
"103","Brassicaceae","Capsella","Capsella bursa-pastoris","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3115798
"104","Brassicaceae","Capsella","Capsella bursa-pastoris","plant flowering begin","4/21/1929","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3115800
"105","Brassicaceae","Capsella","Capsella bursa-pastoris","plant flowering begin","5/10/1914","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3115802
"106","Brassicaceae","Physaria","Physaria brassicoides","plant flowering begin","5/18/1961","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3115818
"107","Brassicaceae","Capsella","Capsella bursa-pastoris","plant flowering begin","4/28/1933","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3115840
"108","Brassicaceae","Lepidium","Lepidium densiflorum","plant flowering begin","5/24/1911","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3115843
"109","Brassicaceae","Lepidium","Lepidium densiflorum","plant flowering begin","5/26/1933","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3115860
"110","Brassicaceae","Camelina","Camelina sativa","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3115863
"111","Brassicaceae","Thlaspi","Thlaspi arvense","plant flowering begin","4/21/1912","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3115865
"112","Brassicaceae","Thlaspi","Thlaspi arvense","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3115869
"113","Brassicaceae","Lepidium","Lepidium densiflorum","plant flowering begin","5/26/1958","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3115871
"114","Brassicaceae","Rorippa","Rorippa islandica","plant flowering begin","6/26/1923","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3115873
"115","Brassicaceae","Rorippa","Rorippa islandica","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3115874
"116","Brassicaceae","Teesdalia","Teesdalia nudicaulis","leaf area per leaf dry mass","27.89337","m2.kg-1","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3120433
"117","Brassicaceae","Conringia","Conringia orientalis","plant flowering begin","5/11/1924","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3120730
"118","Brassicaceae","Conringia","Conringia orientalis","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3120732
"119","Brassicaceae","Arabidopsis","Arabidopsis thaliana","leaf nitrogen content per leaf dry mass","35.7","mg.g-1","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3121920
"120","Brassicaceae","Cardamine","Cardamine oligosperma","whole plant height","0.5","m","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3122018
"121","Brassicaceae","Erucastrum","Erucastrum gallicum","plant flowering begin","6/17/1925","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3122157
