"","scrubbed_family","scrubbed_genus","scrubbed_species_binomial","trait_name","trait_value","unit","method","latitude","longitude","elevation_m","url_source","project_pi","region","country","state_province","locality_description","access","id"
"11","Bignoniaceae","Catalpa","Catalpa bignonioides","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3102670
"12","Bignoniaceae","Catalpa","Catalpa speciosa","whole plant height","26.2128","m","Maximum height",NA,NA,NA,"http://www.americanforests.org/resources/bigtrees/register.php",NA,NA,"United States",NA,NA,"public",3103630
"13","Bignoniaceae","Catalpa","Catalpa speciosa","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3104408
"14","Bignoniaceae","Tabebuia","Tabebuia rosea","leaf carbon content per leaf dry mass","465.177","mg.g-1","carbon concentration of oven-dried (70ÃÂ°C for 72 hours) tissue",10.92575,-85.72903,3,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Costa Rica","Guanacaste","Area de Concervacion Guanacaste","public",3110857
"15","Bignoniaceae","Catalpa","Catalpa bignonioides","plant flowering begin","6/20/1955","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3110872
"16","Bignoniaceae","Campsis","Campsis radicans","plant flowering begin","7/24/1955","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3110873
"17","Bignoniaceae","Campsis","Campsis radicans","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3110875
"18","Bignoniaceae","Catalpa","Catalpa bignonioides","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3110901
"19","Bignoniaceae","Catalpa","Catalpa bignonioides","plant flowering begin","7/2/1957","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3110903
"20","Bignoniaceae","Crescentia","Crescentia cujete","leaf nitrogen content per leaf dry mass","16.2","mg.g-1","Canopy N% was estimated with the Carnegie Airborne Observatory Airborne Taxonomic Mapping System (CAO-AToMs) onboard a Dornier 228 Aircraft. The sensor configuration used consisted of a high-fidelity imaging spectrometer (HiFIS) and a dual laser, waveform light detection and ranging (LiDAR) sensor.",NA,NA,50,"http://datadryad.org/resource/doi:10.5061/dryad.ck585","Balzotti CS","cbalzotti@carnegiescience.edu","Costa Rica","Puntarenas",NA,"public",3110906
"21","Bignoniaceae","Kigelia","Kigelia africana","seed mass","56.0305","mg","The seedlings were dried at 60 Â°C for at least 4 days and weighed on a balance readable to 0.01 mg. All 20 seed embryos were weighed together and the total biomass was divided by 20 to obtain the mean weight.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.b1v2c","Bufford JL","jbufford@hawaii.edu","United States","Hawaii","Lyon Arboretum","public",3110916
"22","Bignoniaceae","Tecoma","Tecoma capensis","seed mass","2.074","mg","The seedlings were dried at 60 Â°C for at least 4 days and weighed on a balance readable to 0.01 mg. All 20 seed embryos were weighed together and the total biomass was divided by 20 to obtain the mean weight.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.b1v2c","Bufford JL","jbufford@hawaii.edu","United States","Hawaii","Lyon Arboretum","public",3110927
"23","Bignoniaceae","Kigelia","Kigelia africana","seed mass","56.0305","mg","The seedlings were dried at 60 Â°C for at least 4 days and weighed on a balance readable to 0.01 mg. All 20 seed embryos were weighed together and the total biomass was divided by 20 to obtain the mean weight.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.b1v2c","Bufford JL","jbufford@hawaii.edu","United States","Hawaii","Lyon Arboretum","public",3115756
"24","Bignoniaceae","Tecoma","Tecoma capensis","seed mass","2.074","mg","The seedlings were dried at 60 Â°C for at least 4 days and weighed on a balance readable to 0.01 mg. All 20 seed embryos were weighed together and the total biomass was divided by 20 to obtain the mean weight.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.b1v2c","Bufford JL","jbufford@hawaii.edu","United States","Hawaii","Lyon Arboretum","public",3115785
"25","Bignoniaceae","Tecoma","Tecoma stans","seed mass","5.4915","mg","The seedlings were dried at 60 Â°C for at least 4 days and weighed on a balance readable to 0.01 mg. All 20 seed embryos were weighed together and the total biomass was divided by 20 to obtain the mean weight.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.b1v2c","Bufford JL","jbufford@hawaii.edu","United States","Hawaii","Lyon Arboretum","public",3115787
"26","Bignoniaceae","Jacaranda","Jacaranda copaia","stem wood density","0.37","g.cm-3",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.h9083","Paine CET","c.e.t.paine@stir.ac.uk","Panama",NA,NA,"public",3118184
"27","Bignoniaceae","Dolichandra","Dolichandra unguis-cati","seed mass","15.009","mg","The seedlings were dried at 60 Â°C for at least 4 days and weighed on a balance readable to 0.01 mg. All 20 seed embryos were weighed together and the total biomass was divided by 20 to obtain the mean weight.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.b1v2c","Bufford JL","jbufford@hawaii.edu","United States","Hawaii","Lyon Arboretum","public",3120704
"28","Bignoniaceae","Tabebuia","Tabebuia rosea","leaf phosphorus content per leaf dry mass","3.41556445","mg.g-1",NA,10.92575,-85.72903,3,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Costa Rica","Guanacaste","Area de Concervacion Guanacaste","public",3121549
"29","Bignoniaceae","Campsis","Campsis radicans","leaf dry mass","0.12","g","actual measurement",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","South Carolina","Little Pee Dee State Park","public",3122001
"30","Bignoniaceae","Dolichandra","Dolichandra unguis-cati","seed mass","15.009","mg","The seedlings were dried at 60 Â°C for at least 4 days and weighed on a balance readable to 0.01 mg. All 20 seed embryos were weighed together and the total biomass was divided by 20 to obtain the mean weight.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.b1v2c","Bufford JL","jbufford@hawaii.edu","United States","Hawaii","Lyon Arboretum","public",3125115
"31","Bignoniaceae","Jacaranda","Jacaranda copaia","Leaf lamina fracture toughness","255.575","J.m-2","lamina fracture toughness is the work to fracture leaf tissue divided by fracture area (lamina thickness * length of fracture). Species means of the individual means of two leaves per individual.",9.166667,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.8525","Westbrook JW","jwestbrook@ufl.edu","Panama","Panama",NA,"public",3125121
"32","Bignoniaceae","Kigelia","Kigelia africana","seed mass","56.0305","mg","The seedlings were dried at 60 Â°C for at least 4 days and weighed on a balance readable to 0.01 mg. All 20 seed embryos were weighed together and the total biomass was divided by 20 to obtain the mean weight.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.b1v2c","Bufford JL","jbufford@hawaii.edu","United States","Hawaii","Lyon Arboretum","public",3125123
"33","Bignoniaceae","Kigelia","Kigelia africana","seed mass","56.0305","mg","The seedlings were dried at 60 Â°C for at least 4 days and weighed on a balance readable to 0.01 mg. All 20 seed embryos were weighed together and the total biomass was divided by 20 to obtain the mean weight.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.b1v2c","Bufford JL","jbufford@hawaii.edu","United States","Hawaii","Lyon Arboretum","public",3125126
"34","Bignoniaceae","Kigelia","Kigelia africana","seed mass","56.0305","mg","The seedlings were dried at 60 Â°C for at least 4 days and weighed on a balance readable to 0.01 mg. All 20 seed embryos were weighed together and the total biomass was divided by 20 to obtain the mean weight.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.b1v2c","Bufford JL","jbufford@hawaii.edu","United States","Hawaii","Lyon Arboretum","public",3125127
"35","Bignoniaceae","Tabebuia","Tabebuia heterophylla","seed mass","10.092","mg","The seedlings were dried at 60 Â°C for at least 4 days and weighed on a balance readable to 0.01 mg. All 20 seed embryos were weighed together and the total biomass was divided by 20 to obtain the mean weight.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.b1v2c","Bufford JL","jbufford@hawaii.edu","United States","Hawaii","Lyon Arboretum","public",3125145
"36","Bignoniaceae","Tabebuia","Tabebuia heterophylla","seed mass","10.092","mg","The seedlings were dried at 60 Â°C for at least 4 days and weighed on a balance readable to 0.01 mg. All 20 seed embryos were weighed together and the total biomass was divided by 20 to obtain the mean weight.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.b1v2c","Bufford JL","jbufford@hawaii.edu","United States","Hawaii","Lyon Arboretum","public",3125146
"37","Bignoniaceae","Tabebuia","Tabebuia heterophylla","seed mass","10.092","mg","The seedlings were dried at 60 Â°C for at least 4 days and weighed on a balance readable to 0.01 mg. All 20 seed embryos were weighed together and the total biomass was divided by 20 to obtain the mean weight.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.b1v2c","Bufford JL","jbufford@hawaii.edu","United States","Hawaii","Lyon Arboretum","public",3125147
"38","Bignoniaceae","Tabebuia","Tabebuia rosea","seed mass","34.946","mg","Mean seed dry mass, measured with a digital scale after drying at 60 C, where seed is defined to include the endosperm and embryo only.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.69ph0","Kraft TS","thomas.s.kraft@dartmouth.edu","Panama",NA,NA,"public",3125155
"39","Bignoniaceae","Tecoma","Tecoma capensis","seed mass","2.074","mg","The seedlings were dried at 60 Â°C for at least 4 days and weighed on a balance readable to 0.01 mg. All 20 seed embryos were weighed together and the total biomass was divided by 20 to obtain the mean weight.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.b1v2c","Bufford JL","jbufford@hawaii.edu","United States","Hawaii","Lyon Arboretum","public",3125161
"40","Bignoniaceae","Tecoma","Tecoma capensis","seed mass","2.074","mg","The seedlings were dried at 60 Â°C for at least 4 days and weighed on a balance readable to 0.01 mg. All 20 seed embryos were weighed together and the total biomass was divided by 20 to obtain the mean weight.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.b1v2c","Bufford JL","jbufford@hawaii.edu","United States","Hawaii","Lyon Arboretum","public",3125164
"41","Bignoniaceae","Jacaranda","Jacaranda copaia","stem wood density","0.36","g.cm-3",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.h9083","Paine CET","c.e.t.paine@stir.ac.uk","Panama",NA,NA,"public",3141178
"42","Bignoniaceae","Tabebuia","Tabebuia rosea","leaf area per leaf dry mass","17.15","m2.kg-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.h9083","Paine CET","c.e.t.paine@stir.ac.uk","Panama",NA,NA,"public",3141182
"43","Bignoniaceae","Tabebuia","Tabebuia rosea","stem wood density","0.489","g.cm-3",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.h9083","Paine CET","c.e.t.paine@stir.ac.uk","Panama","Panama",NA,"public",3141184
"44","Bignoniaceae","Chilopsis","Chilopsis linearis","whole plant height","20.7264","m","Maximum height",NA,NA,NA,"http://www.americanforests.org/resources/bigtrees/register.php",NA,NA,"United States",NA,NA,"public",3148206
"45","Bignoniaceae","Cydista","Cydista aequinoctialis","leaf carbon content per leaf dry mass","515.69876","mg.g-1","carbon concentration of oven-dried (70ÃÂ°C for 72 hours) tissue",10.92575,-85.72903,3,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Costa Rica","Guanacaste","Area de Concervacion Guanacaste","public",3152957
"46","Bignoniaceae","Xylophragma","Xylophragma seemannianum","leaf phosphorus content per leaf dry mass","1.02827","mg.g-1",NA,10.83343,-85.60024,300,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Costa Rica","Guanacaste","Area de Concervacion Guanacaste Sector Santa Rosa","public",3156658
"47","Bignoniaceae","Tabebuia","Tabebuia rosea","leaf area","32490","mm2","Area of dry blade calculated on photographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","Panama",NA,NA,"public",3158205
"48","Bignoniaceae","Catalpa","Catalpa speciosa","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3187918
"49","Bignoniaceae","Amphitecna","Amphitecna tuxtlensis","stem wood density","0.46","g.cm-3",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.234","Lopez-Gonzalez G","G.Lopez-Gonzalez@leeds.ac.uk","Mexico",NA,NA,"public",3185671
"50","Bignoniaceae","Catalpa","Catalpa speciosa","plant flowering begin","6/30/1931","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3187487
"51","Bignoniaceae","Catalpa","Catalpa speciosa","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3186998
"52","Bignoniaceae","Catalpa","Catalpa speciosa","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3187081
"53","Bignoniaceae","Catalpa","Catalpa speciosa","plant flowering begin","6/18/1941","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3187086
"54","Bignoniaceae","Catalpa","Catalpa bignonioides","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3187574
"55","Bignoniaceae","Catalpa","Catalpa bignonioides","plant flowering begin","6/27/1959","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3187847
"56","Bignoniaceae","Tecoma","Tecoma stans","leaf area per leaf dry mass","11.8645","m2.kg-1","The leaf area was measured from a photograph taken of a young, fully expanded leaf under a glass plate using the program ImageJ (Rasband 2012). The leaf was then dried and weighed to calculate the specific leaf area.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.b1v2c","Bufford JL","jbufford@hawaii.edu","United States","Hawaii","Waimanalo Research Station","public",3187976
"57","Bignoniaceae","Campsis","Campsis radicans","leaf nitrogen content per leaf dry mass","12.3","mg.g-1","Total amount of N per unit of dry leaf mass - Cornelissen et al. 2003",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","South Carolina","Little Pee Dee State Park","public",3189456
"58","Bignoniaceae","Campsis","Campsis radicans","leaf area","2390","mm2","Area of dry blade calculated on photographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Georgia","Big Hammock Natural Area and Wildlife Management Area","public",3189463
"59","Bignoniaceae","Campsis","Campsis radicans","leaf area per leaf dry mass","26.17801047","m2.kg-1","leaf dry area calculated with photpographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Georgia","Big Hammock Natural Area and Wildlife Management Area","public",3189469
"60","Bignoniaceae","Campsis","Campsis radicans","leaf area per leaf dry mass","29.85074627","m2.kg-1","leaf dry area calculated with photpographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Georgia","Big Hammock Natural Area and Wildlife Management Area","public",3189470
"61","Bignoniaceae","Crescentia","Crescentia alata","stem wood density","0.71","g.cm-3",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.234","Lopez-Gonzalez G","G.Lopez-Gonzalez@leeds.ac.uk","Mexico",NA,NA,"public",3192407
"62","Bignoniaceae","Tabebuia","Tabebuia impetiginosa","stem wood density","0.96","g.cm-3",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.234","Lopez-Gonzalez G","G.Lopez-Gonzalez@leeds.ac.uk","Mexico",NA,NA,"public",3198605
"63","Bignoniaceae","Campsis","Campsis radicans","plant flowering begin","8","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3235917
"64","Bignoniaceae","Catalpa","Catalpa speciosa","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3236456
"65","Bignoniaceae","Catalpa","Catalpa bignonioides","plant flowering begin","6/28/1961","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3235815
"66","Bignoniaceae","Catalpa","Catalpa speciosa","plant flowering begin","6/21/1934","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3235693
"67","Bignoniaceae","Catalpa","Catalpa bignonioides","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3235903
"68","Bignoniaceae","Catalpa","Catalpa speciosa","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3236458
"69","Bignoniaceae","Catalpa","Catalpa speciosa","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3235952
"70","Bignoniaceae","Catalpa","Catalpa speciosa","plant flowering begin","6/30/1929","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3236462
"71","Bignoniaceae","Catalpa","Catalpa speciosa","plant flowering begin","6/29/1958","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3236464
"72","Bignoniaceae","Catalpa","Catalpa speciosa","plant flowering begin","6/28/1942","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3236467
"73","Bignoniaceae","Catalpa","Catalpa bignonioides","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3236203
"74","Bignoniaceae","Catalpa","Catalpa bignonioides","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3236443
"75","Bignoniaceae","Catalpa","Catalpa bignonioides","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3236448
"76","Bignoniaceae","Catalpa","Catalpa speciosa","plant flowering begin","7/9/1924","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3236450
"77","Bignoniaceae","Catalpa","Catalpa speciosa","plant flowering begin","7/7/1925","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3236452
"78","Bignoniaceae","Campsis","Campsis radicans","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3236183
"79","Bignoniaceae","Catalpa","Catalpa bignonioides","plant flowering begin","6/20/1941","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3236191
"80","Bignoniaceae","Catalpa","Catalpa bignonioides","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3236197
"81","Bignoniaceae","Catalpa","Catalpa bignonioides","plant flowering begin","7/5/1958","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3236263
"82","Bignoniaceae","Catalpa","Catalpa bignonioides","plant flowering begin","7/1/1942","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3236267
"83","Bignoniaceae","Catalpa","Catalpa bignonioides","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3236268
"84","Bignoniaceae","Catalpa","Catalpa speciosa","plant flowering begin","6/26/1961","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3236270
"85","Bignoniaceae","Catalpa","Catalpa speciosa","plant flowering begin","6/22/1923","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3236274
"86","Bignoniaceae","Catalpa","Catalpa bignonioides","plant flowering begin","6/21/1956","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3236275
"87","Bignoniaceae","Catalpa","Catalpa speciosa","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3236454
"88","Bignoniaceae","Catalpa","Catalpa speciosa","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3236366
"89","Bignoniaceae","Catalpa","Catalpa speciosa","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3236373
"90","Bignoniaceae","Catalpa","Catalpa speciosa","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3236374
"91","Bignoniaceae","Catalpa","Catalpa bignonioides","plant flowering begin","7/5/1954","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3236440
"92","Bignoniaceae","Catalpa","Catalpa speciosa","plant flowering begin","6/20/1932","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3236471
"93","Bignoniaceae","Catalpa","Catalpa speciosa","plant flowering begin","6/20/1957","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3236473
"94","Bignoniaceae","Catalpa","Catalpa speciosa","plant flowering begin","6/15/1959","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3236476
"95","Bignoniaceae","Catalpa","Catalpa speciosa","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3236478
"96","Bignoniaceae","Catalpa","Catalpa speciosa","plant flowering begin","6/15/1955","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3236480
"97","Bignoniaceae","Catalpa","Catalpa speciosa","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3236482
"98","Bignoniaceae","Catalpa","Catalpa speciosa","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3236484
"99","Bignoniaceae","Catalpa","Catalpa bignonioides","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3236530
"100","Bignoniaceae","Catalpa","Catalpa bignonioides","plant flowering begin","7/2/1940","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3236547
"101","Bignoniaceae","Handroanthus","Handroanthus impetiginosus","seed mass","77.8885","mg","The seedlings were dried at 60 Â°C for at least 4 days and weighed on a balance readable to 0.01 mg. All 20 seed embryos were weighed together and the total biomass was divided by 20 to obtain the mean weight.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.b1v2c","Bufford JL","jbufford@hawaii.edu","United States","Hawaii","Lyon Arboretum","public",3236564
"102","Bignoniaceae","Handroanthus","Handroanthus impetiginosus","seed mass","77.8885","mg","The seedlings were dried at 60 Â°C for at least 4 days and weighed on a balance readable to 0.01 mg. All 20 seed embryos were weighed together and the total biomass was divided by 20 to obtain the mean weight.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.b1v2c","Bufford JL","jbufford@hawaii.edu","United States","Hawaii","Lyon Arboretum","public",3236572
"103","Bignoniaceae","Handroanthus","Handroanthus impetiginosus","seed mass","77.8885","mg","The seedlings were dried at 60 Â°C for at least 4 days and weighed on a balance readable to 0.01 mg. All 20 seed embryos were weighed together and the total biomass was divided by 20 to obtain the mean weight.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.b1v2c","Bufford JL","jbufford@hawaii.edu","United States","Hawaii","Lyon Arboretum","public",3236578
