"","scrubbed_family","scrubbed_genus","scrubbed_species_binomial","trait_name","trait_value","unit","method","latitude","longitude","elevation_m","url_source","project_pi","region","country","state_province","locality_description","access","id"
"13","Malpighiaceae","Byrsonima","Byrsonima crassifolia","leaf nitrogen content per leaf dry mass","20.5","mg.g-1","Canopy N% was estimated with the Carnegie Airborne Observatory Airborne Taxonomic Mapping System (CAO-AToMs) onboard a Dornier 228 Aircraft. The sensor configuration used consisted of a high-fidelity imaging spectrometer (HiFIS) and a dual laser, waveform light detection and ranging (LiDAR) sensor.",NA,NA,50,"http://datadryad.org/resource/doi:10.5061/dryad.ck585","Balzotti CS","cbalzotti@carnegiescience.edu","Costa Rica","Puntarenas",NA,"public",3438318
"14","Malpighiaceae","Malpighia","Malpighia romeroana","leaf thickness","0.181","mm","lamina thickness is the thickness of the leaf lamina measured in regions that do not include primary or secondary veins.  Species means of the individual means of two leaves per individual for the lamina portion used in shearing test.",9.166667,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.8525","Westbrook JW","jwestbrook@ufl.edu","Panama","Panama",NA,"public",3438322
"15","Malpighiaceae","Malpighia","Malpighia romeroana","Leaf lamina fracture toughness","288.85","J.m-2","lamina fracture toughness is the work to fracture leaf tissue divided by fracture area (lamina thickness * length of fracture). Species means of the individual means of two leaves per individual.",9.166667,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.8525","Westbrook JW","jwestbrook@ufl.edu","Panama","Panama",NA,"public",3438326
"16","Malpighiaceae","Byrsonima","Byrsonima bucidifolia","whole plant growth form","tree",NA,NA,NA,NA,NA,NA,"Hernandez-Stefanoni JL","jhernans@siap.sagarpa.gob.mx","Mexico","Quintana Roo",NA,"public",3839167
"17","Malpighiaceae","Mascagnia","Mascagnia vacciniifolia","whole plant growth form","vine",NA,NA,NA,NA,NA,"http://download.springer.com.ezproxy3.library.arizona.edu/static/pdf/535/chp%253A10.1007%252F978-94-011-1749-4_22.pdf?originUrl=http%3A%2F%2Flink.springer.com%2Fchapter%2F10.1007%2F978-94-011-1749-4_22&token2=exp=1489967978~acl=%2Fstatic%2Fpdf%2F535%2Fchp%25253A10.1007%25252F978-94-011-1749-4_22.pdf%3ForiginUrl%3Dhttp%253A%252F%252Flink.springer.com%252Fchapter%252F10.1007%252F978-94-011-1749-4_22*~hmac=df74317967096f6fb45ba6237e9361355fe9ceb9570bb2ee872d767ae692823f","Guevara S",NA,"Mexico",NA,NA,"public",3843193
"18","Malpighiaceae","Banisteriopsis","Banisteriopsis muricata","whole plant growth form","liana",NA,NA,NA,NA,NA,"http://scholarworks.uno.edu/cgi/viewcontent.cgi?article=1015&context=biosciences_facpubs","Howard JJ","jjhoward@uno.edu","Costa Rica",NA,"Santa Rosa National Park","public",3843942
"19","Malpighiaceae","Malpigia",NA,"whole plant growth form","shrub",NA,NA,NA,NA,NA,"https://www.researchgate.net/profile/Pedro_Dias9/publication/6399685_Foraging_Habits_of_Alouatta_palliata_mexicana_in_Three_Forest_Fragments/links/0c960530e4702898c2000000.pdf","Asensio N",NA,"Mexico",NA,NA,"public",3844614
"20","Malpighiaceae","Mascagnia","Mascagnia vacciniifolia","whole plant growth form","liana",NA,NA,NA,NA,NA,"https://www.researchgate.net/profile/Pedro_Dias9/publication/6399685_Foraging_Habits_of_Alouatta_palliata_mexicana_in_Three_Forest_Fragments/links/0c960530e4702898c2000000.pdf","Asensio N",NA,"Mexico",NA,NA,"public",3844615
"21","Malpighiaceae","Malpighia","Malpighia glabra","whole plant growth form","shrub",NA,NA,NA,NA,NA,"http://ac.els-cdn.com.ezproxy3.library.arizona.edu/037811279090064I/1-s2.0-037811279090064I-main.pdf?_tid=7fd5d844-5e91-11e7-a5e4-00000aab0f6b&acdnat=1498936646_f1bb5a29cd006ad500b75c57217cdfb9","Reid N",NA,"Mexico",NA,NA,"public",3857909
"22","Malpighiaceae","Malpighia","Malpighia glabra","whole plant growth form","tree",NA,NA,NA,NA,NA,"http://stoppinginvasives.com/dotAsset/bf62d955-67c3-4d09-b961-1bc56149c3c1.pdf","Morton JF",NA,"United States","Florida",NA,"public",3862921
"23","Malpighiaceae","Bunchosia","Bunchosia ternata","leaf nitrogen content per leaf dry mass","19.3707907","mg.g-1","Total amount of N per unit of dry leaf mass - Cornelissen et al. 2003",9.54941,-83.7995,2430,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Costa Rica","San Jose","OTS Plot","public",3997841
"24","Malpighiaceae","Bunchosia",NA,"leaf nitrogen content per leaf dry mass","29.43144","mg.g-1","Total amount of N per unit of dry leaf mass - Cornelissen et al. 2003",10.9326,-85.4588,1500,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Costa Rica","Guanacaste"," 1 km above Cacao Biological Station. Pacific slope of Cacao Volcano.","public",4009572
"25","Malpighiaceae","Byrsonima","Byrsonima arthropoda","diameter at breast height (1.3 m)","15.2","cm",NA,NA,NA,120,"http://datadryad.org/resource/doi:10.5061/dryad.sv181","Plourde BT","btplourde@ucdavis.edu","Costa Rica","Heredia",NA,"public",4326752
"26","Malpighiaceae","Byrsonima","Byrsonima arthropoda","diameter at breast height (1.3 m)","11.5","cm",NA,NA,NA,120,"http://datadryad.org/resource/doi:10.5061/dryad.sv181","Plourde BT","btplourde@ucdavis.edu","Costa Rica","Heredia",NA,"public",4326838
"27","Malpighiaceae","Byrsonima","Byrsonima arthropoda","diameter at breast height (1.3 m)","19.2","cm",NA,NA,NA,120,"http://datadryad.org/resource/doi:10.5061/dryad.sv181","Plourde BT","btplourde@ucdavis.edu","Costa Rica","Heredia",NA,"public",4326844
"28","Malpighiaceae","Byrsonima","Byrsonima arthropoda","diameter at breast height (1.3 m)","17.6","cm",NA,NA,NA,120,"http://datadryad.org/resource/doi:10.5061/dryad.sv181","Plourde BT","btplourde@ucdavis.edu","Costa Rica","Heredia",NA,"public",4326849
"29","Malpighiaceae","Byrsonima","Byrsonima arthropoda","diameter at breast height (1.3 m)","20.1","cm",NA,NA,NA,120,"http://datadryad.org/resource/doi:10.5061/dryad.sv181","Plourde BT","btplourde@ucdavis.edu","Costa Rica","Heredia",NA,"public",4326850
"30","Malpighiaceae","Byrsonima","Byrsonima arthropoda","diameter at breast height (1.3 m)","17.2","cm",NA,NA,NA,120,"http://datadryad.org/resource/doi:10.5061/dryad.sv181","Plourde BT","btplourde@ucdavis.edu","Costa Rica","Heredia",NA,"public",4326856
"31","Malpighiaceae","Byrsonima","Byrsonima arthropoda","diameter at breast height (1.3 m)","14.6","cm",NA,NA,NA,120,"http://datadryad.org/resource/doi:10.5061/dryad.sv181","Plourde BT","btplourde@ucdavis.edu","Costa Rica","Heredia",NA,"public",4326866
"32","Malpighiaceae","Byrsonima","Byrsonima arthropoda","diameter at breast height (1.3 m)","29.4","cm",NA,NA,NA,120,"http://datadryad.org/resource/doi:10.5061/dryad.sv181","Plourde BT","btplourde@ucdavis.edu","Costa Rica","Heredia",NA,"public",4326874
"33","Malpighiaceae","Byrsonima","Byrsonima arthropoda","diameter at breast height (1.3 m)","8.5","cm",NA,NA,NA,120,"http://datadryad.org/resource/doi:10.5061/dryad.sv181","Plourde BT","btplourde@ucdavis.edu","Costa Rica","Heredia",NA,"public",4326875
"34","Malpighiaceae","Byrsonima","Byrsonima arthropoda","diameter at breast height (1.3 m)","44.4","cm",NA,NA,NA,120,"http://datadryad.org/resource/doi:10.5061/dryad.sv181","Plourde BT","btplourde@ucdavis.edu","Costa Rica","Heredia",NA,"public",4326877
"35","Malpighiaceae","Byrsonima","Byrsonima arthropoda","diameter at breast height (1.3 m)","17.7","cm",NA,NA,NA,120,"http://datadryad.org/resource/doi:10.5061/dryad.sv181","Plourde BT","btplourde@ucdavis.edu","Costa Rica","Heredia",NA,"public",4326918
"36","Malpighiaceae","Byrsonima","Byrsonima arthropoda","diameter at breast height (1.3 m)","17.8","cm",NA,NA,NA,120,"http://datadryad.org/resource/doi:10.5061/dryad.sv181","Plourde BT","btplourde@ucdavis.edu","Costa Rica","Heredia",NA,"public",4326919
"37","Malpighiaceae","Byrsonima","Byrsonima arthropoda","diameter at breast height (1.3 m)","22.7","cm",NA,NA,NA,120,"http://datadryad.org/resource/doi:10.5061/dryad.sv181","Plourde BT","btplourde@ucdavis.edu","Costa Rica","Heredia",NA,"public",4326920
"38","Malpighiaceae","Byrsonima","Byrsonima crassifolia","diameter at breast height (1.3 m)","15.5","cm",NA,NA,NA,120,"http://datadryad.org/resource/doi:10.5061/dryad.sv181","Plourde BT","btplourde@ucdavis.edu","Costa Rica","Heredia",NA,"public",4327053
"39","Malpighiaceae","Byrsonima","Byrsonima crassifolia","diameter at breast height (1.3 m)","24.5","cm",NA,NA,NA,120,"http://datadryad.org/resource/doi:10.5061/dryad.sv181","Plourde BT","btplourde@ucdavis.edu","Costa Rica","Heredia",NA,"public",4327065
"40","Malpighiaceae","Byrsonima","Byrsonima crassifolia","diameter at breast height (1.3 m)","23","cm",NA,NA,NA,120,"http://datadryad.org/resource/doi:10.5061/dryad.sv181","Plourde BT","btplourde@ucdavis.edu","Costa Rica","Heredia",NA,"public",4327101
"41","Malpighiaceae","Byrsonima","Byrsonima crassifolia","diameter at breast height (1.3 m)","14.9","cm",NA,NA,NA,120,"http://datadryad.org/resource/doi:10.5061/dryad.sv181","Plourde BT","btplourde@ucdavis.edu","Costa Rica","Heredia",NA,"public",4327109
"42","Malpighiaceae","Byrsonima","Byrsonima crassifolia","diameter at breast height (1.3 m)","15.5","cm",NA,NA,NA,120,"http://datadryad.org/resource/doi:10.5061/dryad.sv181","Plourde BT","btplourde@ucdavis.edu","Costa Rica","Heredia",NA,"public",4327125
"43","Malpighiaceae","Byrsonima","Byrsonima lucida","whole plant height","10.668","m","Maximum height",NA,NA,NA,"http://www.americanforests.org/resources/bigtrees/register.php",NA,NA,"United States",NA,NA,"public",4430192
"44","Malpighiaceae","Byrsonima","Byrsonima crassifolia","diameter at breast height (1.3 m)","5005","cm",NA,9.078519821,-79.79889679,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",6342684
"45","Malpighiaceae","Bunchosia","Bunchosia odorata","diameter at breast height (1.3 m)","5005","cm",NA,8.986410141,-79.61799622,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",7445466
"46","Malpighiaceae","Byrsonima","Byrsonima spicata","diameter at breast height (1.3 m)","5000.5","cm",NA,9.3229599,-79.96209717,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",7887951
"47","Malpighiaceae","Byrsonima","Byrsonima spicata","diameter at breast height (1.3 m)","5005","cm",NA,9.280870438,-79.97470093,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",9527644
"48","Malpighiaceae","Malpighia","Malpighia romeroana","diameter at breast height (1.3 m)","5000.5","cm",NA,9.151249886,-79.8553009,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",15508184
"49","Malpighiaceae","Spachea","Spachea membranacea","diameter at breast height (1.3 m)","5005","cm",NA,9.151249886,-79.8553009,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",16368291
"50","Malpighiaceae","Spachea","Spachea membranacea","diameter at breast height (1.3 m)","5005","cm",NA,9.158240318,-79.86119843,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",17202218
"51","Malpighiaceae","Bunchosia","Bunchosia odorata","diameter at breast height (1.3 m)","5000.5","cm",NA,8.986410141,-79.61799622,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",17770314
"52","Malpighiaceae","Bunchosia",NA,"diameter at breast height (1.3 m)","3","cm",NA,19.5,-105.05,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1321
"53","Malpighiaceae","Heteropteris","Heteropteris laurifolia","diameter at breast height (1.3 m)","7.5","cm",NA,18.598,-95.096,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",3225
"54","Malpighiaceae","Heteropteris","Heteropteris laurifolia","diameter at breast height (1.3 m)","4","cm",NA,19.5,-105.05,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",6397
"55","Malpighiaceae","Heteropteris","Heteropteris laurifolia","diameter at breast height (1.3 m)","4","cm",NA,19.5,-105.05,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",6401
"56","Malpighiaceae","Heteropteris","Heteropteris palmeri","whole plant growth form","liana",NA,NA,19.5,-105.05,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",7326
"57","Malpighiaceae","Heteropteris","Heteropteris palmeri","whole plant growth form","liana",NA,NA,19.5,-105.05,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",7348
"58","Malpighiaceae","Heteropteris","Heteropteris laurifolia","whole plant growth form","liana",NA,NA,9.16667,-79.75,NA,NA,"James S. MIller",NA,"Panama",NA,NA,"public",7448
"59","Malpighiaceae","Bunchosia","Bunchosia biocellata","leaf carbon content per leaf dry mass","421.004","mg.g-1","carbon concentration of oven-dried (70ÃÂ°C for 72 hours) tissue",10.83343,-85.60024,300,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Costa Rica","Guanacaste","Area de Concervacion Guanacaste Sector Santa Rosa","public",13912
"60","Malpighiaceae","Malpighia","Malpighia emarginata","leaf nitrogen content per leaf dry mass","25.9193826","mg.g-1","Total amount of N per unit of dry leaf mass - Cornelissen et al. 2003",10.83343,-85.60024,300,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Costa Rica","Guanacaste","Area de Concervacion Guanacaste Sector Santa Rosa","public",13931
"61","Malpighiaceae","Bunchosia","Bunchosia macrophylla","leaf phosphorus content per leaf dry mass","0.96092533","mg.g-1",NA,10.54316,-85.16853,431,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Costa Rica","Alajuela","Area de Concervacion Guanacaste Sector Rincon Rainforest (Caribe)","public",13941
"62","Malpighiaceae","Malpighia","Malpighia emarginata","leaf carbon content per leaf dry mass","498.429787","mg.g-1","carbon concentration of oven-dried (70ÃÂ°C for 72 hours) tissue",10.83343,-85.60024,300,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Costa Rica","Guanacaste","Area de Concervacion Guanacaste Sector Santa Rosa","public",13942
"63","Malpighiaceae","Tetrapterys","Tetrapterys macrocarpa","diameter at breast height (1.3 m)","2.5","cm",NA,9.1,-79.6,NA,NA,"James S. MIller",NA,"Panama",NA,NA,"public",17962
"64","Malpighiaceae","Malpighia",NA,"diameter at breast height (1.3 m)","3","cm",NA,19.5,-105.05,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",33539
"65","Malpighiaceae","Bunchosia","Bunchosia palmeri","diameter at breast height (1.3 m)","2.5","cm",NA,19.5,-105.05,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",33564
"66","Malpighiaceae","Malpighia",NA,"diameter at breast height (1.3 m)","3","cm",NA,19.5,-105.05,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",33565
"67","Malpighiaceae","Heteropterys","Heteropterys macrostachya","diameter at breast height (1.3 m)","0.5","cm",NA,10.4143,-84.0025,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",34639
"68","Malpighiaceae","Jubelina","Jubelina wilburii","diameter at breast height (1.3 m)","2.8","cm",NA,10.4326,-83.9867,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",34695
"69","Malpighiaceae","Byrsonima","Byrsonima arthropoda","diameter at breast height (1.3 m)","4.2","cm",NA,10.4304,-84.0167,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",47816
"70","Malpighiaceae","Heteropterys","Heteropterys macrostachya","diameter at breast height (1.3 m)","9.4","cm",NA,10.4334,-84.0334,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",61122
"71","Malpighiaceae","Byrsonima","Byrsonima crassifolia","diameter at breast height (1.3 m)","12.5","cm",NA,10.4551,-84.0645,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",61167
"72","Malpighiaceae","Byrsonima","Byrsonima crassifolia","diameter at breast height (1.3 m)","18.7","cm",NA,10.4551,-84.0645,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",61168
"73","Malpighiaceae","Byrsonima","Byrsonima crassifolia","diameter at breast height (1.3 m)","19.2","cm",NA,10.4551,-84.0645,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",61169
"74","Malpighiaceae","Jubelina","Jubelina wilburii","diameter at breast height (1.3 m)","3","cm",NA,10.399,-84.0995,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",61245
"75","Malpighiaceae",NA,NA,"diameter at breast height (1.3 m)","3","cm",NA,19.5,-105.05,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",73346
"76","Malpighiaceae",NA,NA,"diameter at breast height (1.3 m)","3","cm",NA,19.5,-105.05,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",73347
"77","Malpighiaceae","Jubelina","Jubelina wilburii","diameter at breast height (1.3 m)","2.8","cm",NA,10.4334,-84.0334,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",74320
"78","Malpighiaceae","Jubelina","Jubelina wilburii","diameter at breast height (1.3 m)","1.6","cm",NA,10.4326,-83.9867,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",74405
"79","Malpighiaceae","Jubelina","Jubelina wilburii","diameter at breast height (1.3 m)","3.4","cm",NA,10.4143,-84.0025,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",88955
"80","Malpighiaceae","Jubelina","Jubelina wilburii","diameter at breast height (1.3 m)","1.2","cm",NA,10.3615,-83.9928,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",88981
"81","Malpighiaceae","Jubelina","Jubelina wilburii","diameter at breast height (1.3 m)","1.2","cm",NA,10.4329,-83.9864,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",89014
"82","Malpighiaceae","Byrsonima","Byrsonima crispa","diameter at breast height (1.3 m)","5.69","cm",NA,10.2958,-84.0769,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",101008
"83","Malpighiaceae","Byrsonima","Byrsonima crassifolia","diameter at breast height (1.3 m)","24.7","cm",NA,10.4554,-84.0659,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",102179
"84","Malpighiaceae","Byrsonima","Byrsonima crassifolia","diameter at breast height (1.3 m)","18.2","cm",NA,10.4554,-84.0659,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",102181
"85","Malpighiaceae","Hiraea","Hiraea fagifolia","diameter at breast height (1.3 m)","2.5","cm",NA,12.3,-85.4,NA,NA,"James S. MIller",NA,"Nicaragua",NA,NA,"public",127416
"86","Malpighiaceae","Hiraea","Hiraea fagifolia","diameter at breast height (1.3 m)","2.5","cm",NA,12.3,-85.4,NA,NA,"James S. MIller",NA,"Nicaragua",NA,NA,"public",127417
"87","Malpighiaceae","Jubelina","Jubelina wilburii","diameter at breast height (1.3 m)","1.3","cm",NA,10.3615,-83.9928,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",128468
"88","Malpighiaceae","Jubelina","Jubelina wilburii","diameter at breast height (1.3 m)","0.9","cm",NA,10.3615,-83.9928,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",128469
"89","Malpighiaceae","Jubelina","Jubelina wilburii","diameter at breast height (1.3 m)","1","cm",NA,10.3615,-83.9928,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",128471
"90","Malpighiaceae","Jubelina","Jubelina wilburii","diameter at breast height (1.3 m)","1.8","cm",NA,10.4326,-83.9867,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",142985
"91","Malpighiaceae","Bunchosia","Bunchosia macrophylla","diameter at breast height (1.3 m)","3.29","cm",NA,10.3328,-84.0789,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",154897
"92","Malpighiaceae",NA,NA,"diameter at breast height (1.3 m)","5","cm",NA,17.6639,-96.3014,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",154973
"93","Malpighiaceae","Byrsonima","Byrsonima arthropoda","diameter at breast height (1.3 m)","7.9","cm",NA,10.4551,-84.0645,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",156113
"94","Malpighiaceae","Byrsonima","Byrsonima arthropoda","diameter at breast height (1.3 m)","3.7","cm",NA,10.4115,-84.0314,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",156131
"95","Malpighiaceae","Jubelina","Jubelina wilburii","diameter at breast height (1.3 m)","1.2","cm",NA,10.4054,-84.102,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",169406
"96","Malpighiaceae","Jubelina","Jubelina wilburii","diameter at breast height (1.3 m)","1.3","cm",NA,10.399,-84.0995,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",182480
"97","Malpighiaceae","Jubelina","Jubelina wilburii","diameter at breast height (1.3 m)","1.1","cm",NA,10.4115,-84.1131,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",182493
"98","Malpighiaceae","Heteropteris","Heteropteris palmeri","diameter at breast height (1.3 m)","4","cm",NA,19.5,-105.05,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",183298
"99","Malpighiaceae","Bunchosia","Bunchosia cornifolia","diameter at breast height (1.3 m)","7.5","cm",NA,10.5333,-85.3,NA,NA,"James S. MIller",NA,"Costa Rica",NA,NA,"public",208984
"100","Malpighiaceae","Jubelina","Jubelina wilburii","diameter at breast height (1.3 m)","1","cm",NA,10.412,-84.0078,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",210025
"101","Malpighiaceae","Jubelina","Jubelina wilburii","diameter at breast height (1.3 m)","0.5","cm",NA,10.3904,-84.1286,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",210089
"102","Malpighiaceae","Heteropteris","Heteropteris palmeri","diameter at breast height (1.3 m)","2.5","cm",NA,19.5,-105.05,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",221994
"103","Malpighiaceae","Heteropteris","Heteropteris palmeri","diameter at breast height (1.3 m)","3","cm",NA,19.5,-105.05,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",221995
