"","scrubbed_family","scrubbed_genus","scrubbed_species_binomial","trait_name","trait_value","unit","method","latitude","longitude","elevation_m","url_source","project_pi","region","country","state_province","locality_description","access","id"
"46","Polygonaceae","Polygonum","Polygonum ramosissimum","whole plant height","1","m","Maximum height",NA,NA,NA,NA,NA,NA,"United States","Indiana",NA,"public",3134913
"47","Polygonaceae","Polygonum","Polygonum tenue","whole plant height","0.4","m","Maximum height",NA,NA,NA,NA,NA,NA,"United States","Indiana",NA,"public",3134941
"48","Polygonaceae","Polygonella","Polygonella articulata","whole plant height","0.3","m","Maximum height",NA,NA,NA,NA,NA,NA,"United States","Indiana",NA,"public",3134952
"49","Polygonaceae","Persicaria","Persicaria punctata","whole plant height","0.15","m","Maximum height",NA,NA,NA,NA,NA,NA,"United States","Indiana",NA,"public",3134986
"50","Polygonaceae","Persicaria","Persicaria virginiana","whole plant height","1.2","m","Maximum height",NA,NA,NA,NA,NA,NA,"United States","Indiana",NA,"public",3134995
"51","Polygonaceae","Polygonum","Polygonum argyrocoleon","seed mass","0.593","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",3146646
"52","Polygonaceae","Eriogonum","Eriogonum inflatum","seed mass","0.903","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",3148074
"53","Polygonaceae","Polygonum","Polygonum douglasii","seed mass","1.5","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",3148082
"54","Polygonaceae","Eriogonum","Eriogonum marifolium","seed mass","0.655","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",3148403
"55","Polygonaceae","Polygonum","Polygonum achoreum","plant flowering begin","5/25/1910","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3151829
"56","Polygonaceae","Eriogonum","Eriogonum flavum","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3154760
"57","Polygonaceae","Eriogonum","Eriogonum flavum","plant flowering begin","6/23/1911","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3154736
"58","Polygonaceae","Polygonum","Polygonum pennsylvanicum","plant flowering begin","7/19/1910","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3169413
"59","Polygonaceae","Polygonum","Polygonum achoreum","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3170602
"60","Polygonaceae","Persicaria","Persicaria amphibia","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3170598
"61","Polygonaceae","Rheum",NA,"plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3170600
"62","Polygonaceae","Polygonum","Polygonum persicaria","plant flowering begin","7/25/1910","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3175023
"63","Polygonaceae","Eriogonum","Eriogonum umbellatum","leaf carbon content per leaf dry mass","456.883654","mg.g-1","carbon concentration of oven-dried (70ÃÂ°C for 72 hours) tissue",38.89702,-106.9792,2815,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","United States","Colorado","Approximately 1 mile north on Washington Gulch Road from Rte 135 north of Crested Butte CO.","public",3174664
"64","Polygonaceae","Polygonum","Polygonum aviculare","plant flowering begin","6/20/1920","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3175546
"65","Polygonaceae","Polygonum","Polygonum lapathifolium","plant flowering begin","7/15/1910","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3175796
"66","Polygonaceae","Polygonum","Polygonum aviculare","plant flowering begin","6/6/1928","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3175801
"67","Polygonaceae","Polygonum","Polygonum aviculare","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3175802
"68","Polygonaceae","Polygonum","Polygonum ramosissimum","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3175803
"69","Polygonaceae","Rumex","Rumex densiflorus","leaf carbon content per leaf dry mass","462.596","mg.g-1","carbon concentration of oven-dried (70ÃÂ°C for 72 hours) tissue",38.96918,-107.0115,3380,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","United States","Colorado","Historic Painter Boy Mine site. Leaving Crested Butte CO N on Hwy 317 approx 1.5 miles then 7.8  miles N on Washington Gulch Road. Moderately sloping subalpine/alpine meadow on lowest slopes  S side Mount Baldy.","public",3175804
"70","Polygonaceae","Podopterus","Podopterus mexicanus","leaf area per leaf dry mass","30.67","m2.kg-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.6p9v5","Bhaskar R","radika@gmail.com","Mexico","Jalisco",NA,"public",3175878
"71","Polygonaceae","Polygonum","Polygonum achoreum","plant flowering begin","6/30/1956","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3175942
"72","Polygonaceae","Polygonum","Polygonum achoreum","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3175954
"73","Polygonaceae","Persicaria","Persicaria amphibia","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3175957
"74","Polygonaceae","Eriogonum","Eriogonum umbellatum","leaf carbon content per leaf nitrogen content","14.7952218",NA,NA,NA,NA,1750,"http://datadryad.org/resource/doi:10.5061/dryad.q2n8p","Stevens JT","jtstevens@ucdavis.edu","United States","California",NA,"public",3175961
"75","Polygonaceae","Rheum",NA,"plant flowering begin","6/5/1960","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3175962
"76","Polygonaceae","Polygonum","Polygonum persicaria","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3175986
"77","Polygonaceae","Polygonum","Polygonum aviculare","leaf area per leaf dry mass","29.1417","m2.kg-1","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3176002
"78","Polygonaceae","Polygonum","Polygonum douglasii","seed mass","1.664393","mg","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3176010
"79","Polygonaceae","Polygonum","Polygonum douglasii","whole plant height","0.4","m","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3176011
"80","Polygonaceae","Polygonum","Polygonum fowleri","whole plant height","0.5","m","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3176012
"81","Polygonaceae","Rumex","Rumex mexicanus","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3179275
"82","Polygonaceae","Rumex","Rumex mexicanus","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3177902
"83","Polygonaceae","Rumex","Rumex crispus","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3179042
"84","Polygonaceae","Rumex","Rumex mexicanus","plant flowering begin","6/10/1914","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3179124
"85","Polygonaceae","Rumex","Rumex mexicanus","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3179125
"86","Polygonaceae","Rumex","Rumex acetosella","plant flowering begin","6/16/1912","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3179233
"87","Polygonaceae","Rumex","Rumex acetosella","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3179234
"88","Polygonaceae","Rumex","Rumex acetosella","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3179242
"89","Polygonaceae","Rumex","Rumex acetosella","seed mass","0.501487","mg","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3179249
"90","Polygonaceae","Rumex","Rumex crispus","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3179256
"91","Polygonaceae","Rumex","Rumex conglomeratus","leaf area per leaf dry mass","22","m2.kg-1","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3179264
"92","Polygonaceae","Rumex","Rumex crispus","plant flowering begin","6/16/1911","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3179266
"93","Polygonaceae","Rumex","Rumex crispus","seed mass","1.410312","mg","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3179267
"94","Polygonaceae","Rumex","Rumex mexicanus","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3179273
"95","Polygonaceae","Rumex","Rumex mexicanus","plant flowering begin","6/5/1919","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3179276
"96","Polygonaceae","Rumex","Rumex mexicanus","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3179277
"97","Polygonaceae","Rumex","Rumex occidentalis","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3179280
"98","Polygonaceae","Rumex","Rumex persicarioides","plant flowering begin","6/21/1921","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3179287
"99","Polygonaceae","Rumex","Rumex persicarioides","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3179290
"100","Polygonaceae","Coccoloba","Coccoloba barbadensis","stem wood density","0.71","g.cm-3",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.234","Lopez-Gonzalez G","G.Lopez-Gonzalez@leeds.ac.uk","Mexico",NA,NA,"public",3191397
"101","Polygonaceae","Coccoloba","Coccoloba barbadensis","stem wood density","0.7","g.cm-3",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.234","Lopez-Gonzalez G","G.Lopez-Gonzalez@leeds.ac.uk","Mexico",NA,NA,"public",3191398
"102","Polygonaceae","Coccoloba","Coccoloba liebmannii","stem wood density","0.8","g.cm-3",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.234","Lopez-Gonzalez G","G.Lopez-Gonzalez@leeds.ac.uk","Mexico",NA,NA,"public",3191424
"103","Polygonaceae","Coccoloba","Coccoloba liebmannii","stem wood density","0.46","g.cm-3",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.6p9v5","Bhaskar R","radika@gmail.com","Mexico","Jalisco",NA,"public",3191427
"104","Polygonaceae","Coccoloba","Coccoloba liebmannii","leaf nitrogen content per leaf dry mass","20","mg.g-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.6p9v5","Bhaskar R","radika@gmail.com","Mexico","Jalisco",NA,"public",3191430
"105","Polygonaceae","Rheum",NA,"plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3223163
"106","Polygonaceae","Rheum",NA,"plant flowering begin","5/27/1951","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3209072
"107","Polygonaceae","Polygonum","Polygonum aviculare","plant flowering begin","6/4/1921","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3209327
"108","Polygonaceae","Persicaria","Persicaria amphibia","plant flowering begin","6/25/1910","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3209330
"109","Polygonaceae","Rheum",NA,"plant flowering begin","6/3/1954","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3209332
"110","Polygonaceae","Rumex","Rumex mexicanus","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3225648
"111","Polygonaceae","Rumex","Rumex mexicanus","plant flowering begin","6/8/1910","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3225700
"112","Polygonaceae","Persicaria","Persicaria amphibia","plant flowering begin","7/19/1925","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3223033
"113","Polygonaceae","Rheum",NA,"plant flowering begin","6/5/1956","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3223107
"114","Polygonaceae","Polygonum","Polygonum aviculare","plant flowering begin","6/21/1929","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3223108
"115","Polygonaceae","Polygonum","Polygonum convolvulus","plant flowering begin","6/28/1917","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3223160
"116","Polygonaceae","Triplaris","Triplaris cumingiana","diameter at breast height (1.3 m)","19","cm","Measured at 1.3m from the ground",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.56cn4","Auspurger CK","carolaug@illinois.edu","Panama","Panama",NA,"public",3218737
"117","Polygonaceae","Triplaris","Triplaris cumingiana","leaf area","2820","mm2","Area of dry blade calculated on photographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","Panama",NA,NA,"public",3218761
"118","Polygonaceae","Polygonum","Polygonum aviculare","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3221702
"119","Polygonaceae","Rheum",NA,"plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3221766
"120","Polygonaceae","Polygonum","Polygonum achoreum","plant flowering begin","6/26/1954","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3221790
