"","scrubbed_family","scrubbed_genus","scrubbed_species_binomial","trait_name","trait_value","unit","method","latitude","longitude","elevation_m","url_source","project_pi","region","country","state_province","locality_description","access","id"
"14","Convolvulaceae","Ipomoea","Ipomoea repens","plant flowering begin","6/24/1956","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3111519
"15","Convolvulaceae","Ipomoea","Ipomoea repens","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3111520
"16","Convolvulaceae","Ipomoea","Ipomoea repens","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3111521
"17","Convolvulaceae","Cuscuta","Cuscuta gronovii","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3111665
"18","Convolvulaceae","Cuscuta","Cuscuta campestris","plant flowering begin","7/31/1916","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3111669
"19","Convolvulaceae","Calystegia","Calystegia occidentalis","leaf area per leaf dry mass","0.183415638","m2.kg-1",NA,NA,NA,1750,"http://datadryad.org/resource/doi:10.5061/dryad.q2n8p","Stevens JT","jtstevens@ucdavis.edu","United States","California",NA,"public",3119894
"20","Convolvulaceae","Ipomoea","Ipomoea wolcottiana","leaf area per leaf dry mass","22.05","m2.kg-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.6p9v5","Bhaskar R","radika@gmail.com","Mexico","Jalisco",NA,"public",3121232
"21","Convolvulaceae","Ipomoea","Ipomoea wolcottiana","leaf area per leaf dry mass","31.82","m2.kg-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.6p9v5","Bhaskar R","radika@gmail.com","Mexico","Jalisco",NA,"public",3121233
"22","Convolvulaceae","Calystegia","Calystegia sepium","plant flowering begin","6/11/1933","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3125419
"23","Convolvulaceae","Ipomoea","Ipomoea hederacea","whole plant height","1.5","m","Maximum height",NA,NA,NA,NA,NA,NA,"United States","Indiana",NA,"public",3143822
"24","Convolvulaceae","Ipomoea","Ipomoea repens","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3153346
"25","Convolvulaceae","Ipomoea","Ipomoea wolcottiana","stem wood density","0.57","g.cm-3",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.234","Lopez-Gonzalez G","G.Lopez-Gonzalez@leeds.ac.uk","Mexico",NA,NA,"public",3160802
"26","Convolvulaceae","Ipomoea","Ipomoea wolcottiana","stem wood density","0.43","g.cm-3",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.6p9v5","Bhaskar R","radika@gmail.com","Mexico","Jalisco",NA,"public",3160805
"27","Convolvulaceae","Ipomoea","Ipomoea wolcottiana","leaf area per leaf dry mass","31.2","m2.kg-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.6p9v5","Bhaskar R","radika@gmail.com","Mexico","Jalisco",NA,"public",3160808
"28","Convolvulaceae","Ipomoea","Ipomoea wolcottiana","stem wood density","0.39","g.cm-3",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.6p9v5","Bhaskar R","radika@gmail.com","Mexico","Jalisco",NA,"public",3160811
"29","Convolvulaceae","Ipomoea","Ipomoea wolcottiana","leaf nitrogen content per leaf dry mass","34","mg.g-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.6p9v5","Bhaskar R","radika@gmail.com","Mexico","Jalisco",NA,"public",3160812
"30","Convolvulaceae","Ipomoea","Ipomoea repens","plant flowering begin","6/18/1923","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3190716
"31","Convolvulaceae","Convolvulus","Convolvulus arvensis","plant flowering begin","6/22/1923","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3191612
"32","Convolvulaceae","Convolvulus","Convolvulus arvensis","plant flowering begin","6/24/1910","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3191803
"33","Convolvulaceae","Convolvulus","Convolvulus arvensis","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3191882
"34","Convolvulaceae","Convolvulus","Convolvulus arvensis","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3191883
"35","Convolvulaceae","Cuscuta","Cuscuta coryli","plant flowering begin","8","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3192684
"36","Convolvulaceae","Cuscuta","Cuscuta salina","seed mass","1.252","mg","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3192689
"37","Convolvulaceae","Cuscuta","Cuscuta gronovii","plant flowering begin","8/1/1911","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3201736
"38","Convolvulaceae","Cuscuta","Cuscuta gronovii","plant flowering begin","7/14/1942","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3202062
"39","Convolvulaceae","Ipomoea","Ipomoea repens","plant flowering begin","6/29/1958","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3237974
"40","Convolvulaceae","Ipomoea","Ipomoea repens","plant flowering begin","6/22/1920","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3238065
"41","Convolvulaceae","Ipomoea","Ipomoea repens","plant flowering begin","6/23/1935","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3238449
"42","Convolvulaceae","Calystegia","Calystegia sepium","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3238615
"43","Convolvulaceae","Ipomoea","Ipomoea repens","plant flowering begin","6/9/1951","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3238959
"44","Convolvulaceae","Ipomoea","Ipomoea repens","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3239091
"45","Convolvulaceae","Ipomoea","Ipomoea repens","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3239117
"46","Convolvulaceae","Ipomoea","Ipomoea repens","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3239167
"47","Convolvulaceae","Ipomoea","Ipomoea repens","plant flowering begin","6/20/1954","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3239181
"48","Convolvulaceae","Ipomoea","Ipomoea repens","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3239207
"49","Convolvulaceae","Ipomoea","Ipomoea repens","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3239208
"50","Convolvulaceae","Ipomoea","Ipomoea repens","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3239212
"51","Convolvulaceae","Ipomoea","Ipomoea repens","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3239214
"52","Convolvulaceae","Ipomoea","Ipomoea repens","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3239221
"53","Convolvulaceae","Cuscuta","Cuscuta coryli","plant flowering begin","8/3/1916","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3239269
"54","Convolvulaceae","Convolvulus","Convolvulus arvensis","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3239365
"55","Convolvulaceae","Convolvulus","Convolvulus arvensis","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3239367
"56","Convolvulaceae","Ipomoea","Ipomoea repens","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3239369
"57","Convolvulaceae","Convolvulus","Convolvulus arvensis","plant flowering begin","7/6/1917","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3239355
"58","Convolvulaceae","Maripa","Maripa panamensis","seed mass","91.3","mg",NA,9.15,-79.85,NA,"http://datadryad.org/resource/doi:10.5061/dryad.90f03","Fricke EC","ecfricke@iastate.edu","Panama","Panama",NA,"public",3251198
"59","Convolvulaceae","Cuscuta","Cuscuta gronovii","plant flowering begin","8","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3255291
"60","Convolvulaceae","Ipomoea","Ipomoea wolcottiana","stem wood density","0.39","g.cm-3",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.6p9v5","Bhaskar R","radika@gmail.com","Mexico","Jalisco",NA,"public",3261101
"61","Convolvulaceae","Cuscuta","Cuscuta gronovii","plant flowering begin","8","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3261222
"62","Convolvulaceae","Ipomoea","Ipomoea repens","plant flowering begin","6/19/1955","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3263509
"63","Convolvulaceae","Ipomoea","Ipomoea wolcottiana","leaf nitrogen content per leaf dry mass","44","mg.g-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.6p9v5","Bhaskar R","radika@gmail.com","Mexico","Jalisco",NA,"public",3397622
"64","Convolvulaceae","Ipomoea","Ipomoea wolcottiana","leaf nitrogen content per leaf dry mass","38","mg.g-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.6p9v5","Bhaskar R","radika@gmail.com","Mexico","Jalisco",NA,"public",3397623
"65","Convolvulaceae","Ipomoea","Ipomoea repens","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3790704
"66","Convolvulaceae","Ipomoea","Ipomoea repens","plant flowering begin","6/13/1925","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3793127
"67","Convolvulaceae","Calystegia","Calystegia sepium","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3798527
"68","Convolvulaceae","Ipomoea","Ipomoea repens","plant flowering begin","6/13/1926","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3797738
"69","Convolvulaceae","Calystegia","Calystegia sepium","plant flowering begin","7/21/1917","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3797764
"70","Convolvulaceae","Calystegia","Calystegia sepium","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3797809
"71","Convolvulaceae","Ipomoea","Ipomoea repens","plant flowering begin","6/8/1911","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3798268
"72","Convolvulaceae","Calystegia","Calystegia sepium","plant flowering begin","6/13/1914","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3798427
"73","Convolvulaceae","Calystegia","Calystegia occidentalis","leaf carbon content per leaf nitrogen content","11.3598972",NA,NA,NA,NA,1750,"http://datadryad.org/resource/doi:10.5061/dryad.q2n8p","Stevens JT","jtstevens@ucdavis.edu","United States","California",NA,"public",3799630
"74","Convolvulaceae","Convolvulus","Convolvulus arvensis","plant flowering begin","6/17/1929","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3799573
"75","Convolvulaceae","Maripa","Maripa panamensis","whole plant growth form","liana",NA,NA,NA,NA,NA,"http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2435.2006.01218.x/full","Santiago LS","santiago@ucr.edu","Panama",NA,NA,"public",3835283
"76","Convolvulaceae","Cuscuta","Cuscuta indecora","whole plant growth form","herb",NA,NA,NA,NA,NA,"http://www.jstor.org.ezproxy4.library.arizona.edu/stable/pdf/40021924.pdf","Whittaker RH",NA,"United States","Arizona","Santa Clarita Mountains","public",3845258
"77","Convolvulaceae","Ipomoea","Ipomoea purpurea","whole plant growth form","herb",NA,NA,NA,NA,NA,"http://www.jstor.org.ezproxy4.library.arizona.edu/stable/pdf/40021924.pdf","Whittaker RH",NA,"United States","Arizona","Santa Clarita Mountains","public",3845315
"78","Convolvulaceae","Jacquemontia","Jacquemontia pringlei","whole plant growth form","shrub",NA,NA,NA,NA,NA,"http://www.jstor.org.ezproxy4.library.arizona.edu/stable/pdf/40021924.pdf","Whittaker RH",NA,"United States","Arizona","Santa Clarita Mountains","public",3845317
"79","Convolvulaceae","Convolvulus","Convolvulus polymorphus","whole plant growth form","shrub",NA,NA,NA,NA,NA,"http://onlinelibrary.wiley.com.ezproxy2.library.arizona.edu/doi/10.2307/1943563/epdf","Whittaker RH",NA,"United States",NA,"Siskiyou Mountains","public",3849337
"80","Convolvulaceae","Convolvulus","Convolvulus arvensis","whole plant growth form","herb",NA,NA,NA,NA,NA,"http://search.proquest.com.ezproxy4.library.arizona.edu/docview/888474796?pq-origsite=gscholar","Urgenson LS",NA,"United States","Washington",NA,"public",3854860
"81","Convolvulaceae","Merremia","Merremia aegyptia","whole plant growth form","liana",NA,NA,NA,NA,NA,NA,"Hernandez-Stefanoni JL","jhernans@siap.sagarpa.gob.mx","Mexico","Quintana Roo",NA,"public",3858039
"82","Convolvulaceae","Ipomoea","Ipomoea pes-caprae","whole plant growth form","vine",NA,NA,NA,NA,NA,"http://www.bioone.org.ezproxy4.library.arizona.edu/doi/pdf/10.2980/18-1-3376","Gallego-Fernandez JB","galfer@us.es","Mexico",NA,NA,"public",3862538
"83","Convolvulaceae","Argyreia","Argyreia nervosa","whole plant growth form","vine",NA,NA,NA,NA,NA,"http://stoppinginvasives.com/dotAsset/bf62d955-67c3-4d09-b961-1bc56149c3c1.pdf","Morton JF",NA,"United States","Florida",NA,"public",3862939
"84","Convolvulaceae","Merremia","Merremia tuberosa","whole plant growth form","vine",NA,NA,NA,NA,NA,"http://stoppinginvasives.com/dotAsset/bf62d955-67c3-4d09-b961-1bc56149c3c1.pdf","Morton JF",NA,"United States","Florida",NA,"public",3862946
"85","Convolvulaceae","Porana","Porana paniculata","whole plant growth form","vine",NA,NA,NA,NA,NA,"http://stoppinginvasives.com/dotAsset/bf62d955-67c3-4d09-b961-1bc56149c3c1.pdf","Morton JF",NA,"United States","Florida",NA,"public",3862953
"86","Convolvulaceae","Ipomoea","Ipomoea carnea","whole plant growth form","liana",NA,NA,NA,NA,NA,NA,"Hernandez-Stefanoni JL","jhernans@siap.sagarpa.gob.mx","Mexico","Quintana Roo",NA,"public",3863709
"87","Convolvulaceae","Ipomoea","Ipomoea leptophylla","longest whole plant longevity","100","years",NA,NA,NA,NA,NA,"Angela Moles","a.moles@unsw.edu.au","United States","Nebraska",NA,"public",3969999
"88","Convolvulaceae","Ipomoea","Ipomoea leptophylla","maximum whole plant longevity","100","years",NA,NA,NA,NA,NA,"Angela Moles","a.moles@unsw.edu.au","United States","Nebraska",NA,"public",3970989
"89","Convolvulaceae","Ipomoea","Ipomoea leptophylla","whole plant primary juvenile period length","7","years",NA,NA,NA,NA,NA,"Angela Moles","a.moles@unsw.edu.au","United States","Nebraska",NA,"public",3971969
"90","Convolvulaceae","Cuscuta","Cuscuta pentagona","seed mass","0.372","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4432658
"91","Convolvulaceae","Cuscuta","Cuscuta pentagona","seed mass","0.955","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4432659
"92","Convolvulaceae","Cuscuta","Cuscuta denticulata","seed mass","0.488","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4432705
"93","Convolvulaceae","Cuscuta","Cuscuta salina","seed mass","1.252","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4432711
"94","Convolvulaceae","Ipomoea","Ipomoea philomega","diameter at breast height (1.3 m)","0.8","cm",NA,10.4263,-83.9958,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",16112
"95","Convolvulaceae","Dicranostyles","Dicranostyles ampla","diameter at breast height (1.3 m)","3","cm",NA,10.2958,-84.0769,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",59929
"96","Convolvulaceae","Ipomoea","Ipomoea squamosa","diameter at breast height (1.3 m)","0.6","cm",NA,10.4554,-84.0659,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",61152
"97","Convolvulaceae","Ipomoea","Ipomoea squamosa","diameter at breast height (1.3 m)","0.5","cm",NA,10.4329,-83.9864,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",61195
"98","Convolvulaceae","Ipomoea","Ipomoea philomega","diameter at breast height (1.3 m)","0.7","cm",NA,10.4351,-84.0264,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",74321
"99","Convolvulaceae","Ipomoea","Ipomoea philomega","diameter at breast height (1.3 m)","0.5","cm",NA,10.4345,-84.0267,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",88952
"100","Convolvulaceae","Ipomoea","Ipomoea philomega","diameter at breast height (1.3 m)","0.8","cm",NA,10.4351,-84.0264,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",102147
"101","Convolvulaceae","Maripa","Maripa nicaraguensis","diameter at breast height (1.3 m)","2.59","cm",NA,10.2958,-84.0769,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",114328
"102","Convolvulaceae","Maripa","Maripa nicaraguensis","diameter at breast height (1.3 m)","4.19","cm",NA,10.2958,-84.0769,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",127277
"103","Convolvulaceae","Ipomoea","Ipomoea philomega","diameter at breast height (1.3 m)","0.7","cm",NA,10.4351,-84.0264,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",142901
"104","Convolvulaceae","Maripa","Maripa nicaraguensis","diameter at breast height (1.3 m)","1","cm",NA,10.4143,-84.0025,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",156081
"105","Convolvulaceae","Ipomoea","Ipomoea philomega","diameter at breast height (1.3 m)","0.8","cm",NA,10.4263,-83.9958,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",169352
"106","Convolvulaceae","Ipomoea","Ipomoea philomega","diameter at breast height (1.3 m)","0.7","cm",NA,10.4263,-83.9958,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",169354
"107","Convolvulaceae","Ipomoea","Ipomoea philomega","diameter at breast height (1.3 m)","0.8","cm",NA,10.4134,-84.0278,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",182388
"108","Convolvulaceae","Ipomoea","Ipomoea philomega","diameter at breast height (1.3 m)","0.6","cm",NA,10.4263,-83.9958,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",182456
"109","Convolvulaceae","Maripa","Maripa nicaraguensis","diameter at breast height (1.3 m)","0.6","cm",NA,10.4143,-84.1045,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",182500
"110","Convolvulaceae","Ipomoea","Ipomoea wolcottiana","diameter at breast height (1.3 m)","12","cm",NA,19.5,-105.05,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",195657
"111","Convolvulaceae","Ipomoea","Ipomoea philomega","diameter at breast height (1.3 m)","0.6","cm",NA,10.4263,-83.9958,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",196849
"112","Convolvulaceae","Ipomoea","Ipomoea philomega","diameter at breast height (1.3 m)","0.8","cm",NA,10.3615,-83.9928,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",210041
"113","Convolvulaceae","Ipomoea","Ipomoea philomega","diameter at breast height (1.3 m)","1.8","cm",NA,10.4263,-83.9958,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",210070
"114","Convolvulaceae","Ipomoea","Ipomoea philomega","diameter at breast height (1.3 m)","1.7","cm",NA,10.4134,-84.0278,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",250719
"115","Convolvulaceae","Ipomoea","Ipomoea philomega","diameter at breast height (1.3 m)","0.5","cm",NA,10.4345,-84.0267,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",250720
"116","Convolvulaceae","Ipomoea","Ipomoea philomega","diameter at breast height (1.3 m)","0.8","cm",NA,10.4263,-83.9958,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",263944
"117","Convolvulaceae","Ipomoea","Ipomoea squamosa","diameter at breast height (1.3 m)","0.5","cm",NA,10.4554,-84.0659,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",277177
"118","Convolvulaceae","Ipomoea","Ipomoea wolcottiana","diameter at breast height (1.3 m)","6","cm",NA,19.5,-105.05,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",303478
"119","Convolvulaceae","Ipomoea","Ipomoea philomega","diameter at breast height (1.3 m)","0.7","cm",NA,10.4263,-83.9958,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",304606
"120","Convolvulaceae","Dicranostyles","Dicranostyles ampla","diameter at breast height (1.3 m)","2.7","cm",NA,10.4054,-84.1211,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",317904
"121","Convolvulaceae","Ipomoea","Ipomoea philomega","diameter at breast height (1.3 m)","1.1","cm",NA,10.4551,-84.0645,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",330944
