"","scrubbed_family","scrubbed_genus","scrubbed_species_binomial","trait_name","trait_value","unit","method","latitude","longitude","elevation_m","url_source","project_pi","region","country","state_province","locality_description","access","id"
"63","Asteraceae","Erigeron","Erigeron philadelphicus","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3102581
"64","Asteraceae","Centaurea","Centaurea cyanus","plant flowering begin","6/24/1910","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3102584
"65","Asteraceae","Heliopsis","Heliopsis helianthoides","plant flowering begin","6/22/1910","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3102585
"66","Asteraceae","Chrysopsis","Chrysopsis villosa","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3102587
"67","Asteraceae","Cirsium","Cirsium altissimum","plant flowering begin","7/29/1918","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3102589
"68","Asteraceae","Erigeron","Erigeron caespitosus","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3102590
"69","Asteraceae","Lactuca","Lactuca serriola","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3102592
"70","Asteraceae","Taraxacum","Taraxacum officinale","plant flowering begin","5/1/1925","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3102593
"71","Asteraceae","Lactuca","Lactuca serriola","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3102594
"72","Asteraceae","Lactuca","Lactuca serriola","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3102595
"73","Asteraceae","Solidago","Solidago rigida","plant flowering begin","8/10/1917","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3102596
"74","Asteraceae","Tragopogon","Tragopogon dubius","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3102597
"75","Asteraceae","Taraxacum","Taraxacum officinale","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3102599
"76","Asteraceae","Tragopogon","Tragopogon dubius","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3102601
"77","Asteraceae","Taraxacum","Taraxacum officinale","plant flowering begin","5/10/1926","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3102604
"78","Asteraceae","Solidago","Solidago canadensis","plant flowering begin","8/12/1918","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3102605
"79","Asteraceae","Grindelia","Grindelia squarrosa","plant flowering begin","6/16/1911","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3102608
"80","Asteraceae","Grindelia","Grindelia squarrosa","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3102609
"81","Asteraceae","Vernonia","Vernonia fasciculata","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3102614
"82","Asteraceae","Vernonia","Vernonia fasciculata","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3102618
"83","Asteraceae","Lactuca","Lactuca pulchella","plant flowering begin","7/20/1958","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3102619
"84","Asteraceae","Lactuca","Lactuca pulchella","plant flowering begin","6/30/1948","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3102620
"85","Asteraceae","Lactuca","Lactuca ludoviciana","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3102621
"86","Asteraceae","Rudbeckia","Rudbeckia laciniata","plant flowering begin","7/28/1910","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3102633
"87","Asteraceae","Senecio","Senecio congestus","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3102635
"88","Asteraceae","Senecio","Senecio plattensis","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3102638
"89","Asteraceae","Solidago","Solidago canadensis","plant flowering begin","7/19/1910","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3102644
"90","Asteraceae","Vernonia","Vernonia fasciculata","plant flowering begin","8/5/1917","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3102653
"91","Asteraceae","Erigeron","Erigeron canadensis","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3103643
"92","Asteraceae","Tragopogon","Tragopogon dubius","plant flowering begin","6/18/1910","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3103644
"93","Asteraceae","Solidago","Solidago rigida","plant flowering begin","8/13/1913","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3103833
"94","Asteraceae","Helianthus","Helianthus maximiliani","plant flowering begin","7/31/1916","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3103834
"95","Asteraceae","Leucanthemella","Leucanthemella serotina","plant flowering begin","9","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3104141
"96","Asteraceae","Antennaria","Antennaria parvifolia","plant flowering begin","5/11/1919","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3104383
"97","Asteraceae","Crepis","Crepis runcinata","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3104386
"98","Asteraceae","Taraxacum","Taraxacum officinale","plant flowering begin","5/13/1937","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3104389
"99","Asteraceae","Cyclachaena","Cyclachaena xanthiifolia","plant flowering begin","8/21/1936","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3104393
"100","Asteraceae","Lactuca","Lactuca floridana","whole plant height","0.2","m","Maximum height",NA,NA,NA,NA,NA,NA,"United States","Indiana",NA,"public",3104398
"101","Asteraceae","Solidago","Solidago missouriensis","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3104400
"102","Asteraceae","Symphyotrichum","Symphyotrichum novae-angliae","plant flowering begin","8","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3104975
"103","Asteraceae","Symphyotrichum","Symphyotrichum novae-angliae","plant flowering begin","8","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3104978
"104","Asteraceae","Erigeron","Erigeron canadensis","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3104987
"105","Asteraceae","Symphyotrichum","Symphyotrichum novae-angliae","plant flowering begin","8","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3105159
"106","Asteraceae","Symphyotrichum","Symphyotrichum novae-angliae","plant flowering begin","8/18/1943","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3105157
"107","Asteraceae","Symphyotrichum","Symphyotrichum novae-angliae","plant flowering begin","8","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3105158
"108","Asteraceae","Symphyotrichum","Symphyotrichum novae-angliae","plant flowering begin","8/12/1945","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3105160
"109","Asteraceae","Lapsana","Lapsana communis","seed mass","0.90247","mg","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3105785
"110","Asteraceae","Ambrosia",NA,"plant flowering begin","8","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3107149
"111","Asteraceae","Ambrosia",NA,"plant flowering begin","8/10/1957","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3107150
"112","Asteraceae","Scorzoneroides","Scorzoneroides autumnalis","leaf nitrogen content per leaf dry mass","21.42406","mg.g-1","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3109608
"113","Asteraceae","Scorzoneroides","Scorzoneroides autumnalis","seed mass","0.694395","mg","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3109609
"114","Asteraceae","Xanthium","Xanthium strumarium","plant flowering begin","8/4/1910","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3109857
"115","Asteraceae","Xanthium","Xanthium strumarium","plant flowering begin","8","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3109855
"116","Asteraceae","Hypochaeris","Hypochaeris radicata","seed mass","0.8484","mg","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3109971
"117","Asteraceae","Ambrosia","Ambrosia trifida","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3110471
"118","Asteraceae","Taraxacum","Taraxacum officinale","plant flowering begin","5/7/1939","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3110375
"119","Asteraceae","Symphyotrichum","Symphyotrichum ericoides","plant flowering begin","8/10/1912","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3110409
"120","Asteraceae","Antennaria","Antennaria parvifolia","plant flowering begin","4/25/1955","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3110461
"121","Asteraceae","Artemisia","Artemisia campestris","plant flowering begin","8","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3110462
"122","Asteraceae","Taraxacum","Taraxacum officinale","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3110466
"123","Asteraceae","Taraxacum","Taraxacum officinale","plant flowering begin","5/11/1919","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3110467
"124","Asteraceae","Ambrosia","Ambrosia trifida","plant flowering begin","7/31/1916","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3110468
"125","Asteraceae","Ambrosia","Ambrosia trifida","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3110469
"126","Asteraceae","Ambrosia","Ambrosia trifida","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3110470
"127","Asteraceae","Adenocaulon","Adenocaulon bicolor","leaf carbon content per leaf nitrogen content","17.8044444",NA,NA,NA,NA,1750,"http://datadryad.org/resource/doi:10.5061/dryad.q2n8p","Stevens JT","jtstevens@ucdavis.edu","United States","California",NA,"public",3110473
"128","Asteraceae","Tetraneuris","Tetraneuris acaulis","plant flowering begin","5/26/1961","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3110474
"129","Asteraceae","Achillea","Achillea millefolium","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3110485
"130","Asteraceae","Achillea","Achillea millefolium","plant flowering begin","6/15/1910","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3110487
"131","Asteraceae","Achillea","Achillea millefolium","leaf area per leaf dry mass","0.138114027","m2.kg-1",NA,NA,NA,1750,"http://datadryad.org/resource/doi:10.5061/dryad.q2n8p","Stevens JT","jtstevens@ucdavis.edu","United States","California",NA,"public",3110489
"132","Asteraceae","Ambrosia","Ambrosia trifida","plant flowering begin","7/24/1957","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3110506
